model,mode,class_a,class_b,pair_a,pair_b,same_class,cosine
bert-base-uncased,final,negation,formalization,negation_0,formalization_1,False,0.021762456744909286
bert-base-uncased,final,negation,formalization,negation_0,formalization_2,False,0.04459087550640106
bert-base-uncased,final,negation,formalization,negation_0,formalization_3,False,-0.12357508391141891
bert-base-uncased,final,negation,formalization,negation_0,formalization_4,False,-0.08373367041349411
bert-base-uncased,final,negation,formalization,negation_0,formalization_5,False,0.03218989074230194
bert-base-uncased,final,negation,formalization,negation_0,formalization_6,False,-0.006085933186113834
bert-base-uncased,final,negation,formalization,negation_0,formalization_7,False,0.12938199937343597
bert-base-uncased,final,negation,negation,negation_1,negation_2,True,0.0989161878824234
bert-base-uncased,final,negation,negation,negation_1,negation_3,True,0.27976369857788086
bert-base-uncased,final,negation,negation,negation_1,negation_4,True,0.2927590608596802
bert-base-uncased,final,negation,negation,negation_1,negation_5,True,0.2975040674209595
bert-base-uncased,final,negation,negation,negation_1,negation_6,True,0.11675458401441574
bert-base-uncased,final,negation,negation,negation_1,negation_7,True,0.0343644954264164
bert-base-uncased,final,negation,question,negation_1,question_0,False,0.11307601630687714
bert-base-uncased,final,negation,question,negation_1,question_1,False,0.5808160305023193
bert-base-uncased,final,negation,question,negation_1,question_2,False,0.1113743856549263
bert-base-uncased,final,negation,question,negation_1,question_3,False,0.19284632802009583
bert-base-uncased,final,negation,question,negation_1,question_4,False,0.24853727221488953
bert-base-uncased,final,negation,question,negation_1,question_5,False,0.18042708933353424
bert-base-uncased,final,negation,question,negation_1,question_6,False,0.12437248975038528
bert-base-uncased,final,negation,question,negation_1,question_7,False,0.08962268382310867
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_0,False,0.09877033531665802
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_1,False,0.6682494878768921
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_2,False,0.16787435114383698
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_3,False,0.16496415436267853
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_4,False,0.32188430428504944
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_5,False,0.19848211109638214
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_6,False,0.03688875958323479
bert-base-uncased,final,negation,past_to_future,negation_1,past_to_future_7,False,0.0061013358645141125
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_0,False,0.045551422983407974
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_1,False,0.03324779123067856
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_2,False,0.10405836999416351
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_3,False,0.12898355722427368
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_4,False,0.07628758251667023
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_5,False,-0.011632628738880157
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_6,False,0.01969393715262413
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_1,certainty_to_uncertainty_7,False,-0.009396775625646114
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_0,False,0.020355606451630592
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_1,False,-0.08217629790306091
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_2,False,0.05942103639245033
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_3,False,0.2544980049133301
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_4,False,0.17101317644119263
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_5,False,-0.03719351068139076
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_6,False,0.04794694483280182
bert-base-uncased,final,negation,active_to_passive,negation_1,active_to_passive_7,False,0.02706894651055336
bert-base-uncased,final,negation,formalization,negation_1,formalization_0,False,0.2038896083831787
bert-base-uncased,final,negation,formalization,negation_1,formalization_1,False,0.18176254630088806
bert-base-uncased,final,negation,formalization,negation_1,formalization_2,False,0.22091537714004517
bert-base-uncased,final,negation,formalization,negation_1,formalization_3,False,-0.001836477778851986
bert-base-uncased,final,negation,formalization,negation_1,formalization_4,False,0.1808626651763916
bert-base-uncased,final,negation,formalization,negation_1,formalization_5,False,0.24979542195796967
bert-base-uncased,final,negation,formalization,negation_1,formalization_6,False,0.11441230773925781
bert-base-uncased,final,negation,formalization,negation_1,formalization_7,False,0.12180294841527939
bert-base-uncased,final,negation,negation,negation_2,negation_3,True,0.3876166343688965
bert-base-uncased,final,negation,negation,negation_2,negation_4,True,0.2984451949596405
bert-base-uncased,final,negation,negation,negation_2,negation_5,True,0.4829866886138916
bert-base-uncased,final,negation,negation,negation_2,negation_6,True,0.25559985637664795
bert-base-uncased,final,negation,negation,negation_2,negation_7,True,0.4434434473514557
bert-base-uncased,final,negation,question,negation_2,question_0,False,0.24023622274398804
bert-base-uncased,final,negation,question,negation_2,question_1,False,0.05718112364411354
bert-base-uncased,final,negation,question,negation_2,question_2,False,0.3114153742790222
bert-base-uncased,final,negation,question,negation_2,question_3,False,0.2639578580856323
bert-base-uncased,final,negation,question,negation_2,question_4,False,0.09692077338695526
bert-base-uncased,final,negation,question,negation_2,question_5,False,0.17610394954681396
bert-base-uncased,final,negation,question,negation_2,question_6,False,0.2155693620443344
bert-base-uncased,final,negation,question,negation_2,question_7,False,0.053265687078237534
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_0,False,0.15901446342468262
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_1,False,0.010509161278605461
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_2,False,0.12150396406650543
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_3,False,0.11362365633249283
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_4,False,-0.1063660979270935
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_5,False,0.0427829846739769
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_6,False,0.11107615381479263
bert-base-uncased,final,negation,past_to_future,negation_2,past_to_future_7,False,0.11956525593996048
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_0,False,0.2032446265220642
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_1,False,0.07798060774803162
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_2,False,0.21190829575061798
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_3,False,0.19595609605312347
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_4,False,0.23887240886688232
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_5,False,0.1951131969690323
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_6,False,0.17727604508399963
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_2,certainty_to_uncertainty_7,False,0.20441055297851562
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_0,False,0.08444139361381531
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_1,False,0.09806515276432037
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_2,False,0.3984904885292053
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_3,False,0.06929752975702286
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_4,False,0.0930875688791275
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_5,False,0.13951487839221954
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_6,False,0.07273127138614655
bert-base-uncased,final,negation,active_to_passive,negation_2,active_to_passive_7,False,0.06270496547222137
bert-base-uncased,final,negation,formalization,negation_2,formalization_0,False,-0.08148366957902908
bert-base-uncased,final,negation,formalization,negation_2,formalization_1,False,-0.20716722309589386
bert-base-uncased,final,negation,formalization,negation_2,formalization_2,False,0.059809621423482895
bert-base-uncased,final,negation,formalization,negation_2,formalization_3,False,-0.13090141117572784
bert-base-uncased,final,negation,formalization,negation_2,formalization_4,False,0.058348868042230606
bert-base-uncased,final,negation,formalization,negation_2,formalization_5,False,-0.07673390954732895
bert-base-uncased,final,negation,formalization,negation_2,formalization_6,False,-0.09213142842054367
bert-base-uncased,final,negation,formalization,negation_2,formalization_7,False,0.07785134017467499
bert-base-uncased,final,negation,negation,negation_3,negation_4,True,0.23923158645629883
bert-base-uncased,final,negation,negation,negation_3,negation_5,True,0.4101620018482208
bert-base-uncased,final,negation,negation,negation_3,negation_6,True,0.4416317343711853
bert-base-uncased,final,negation,negation,negation_3,negation_7,True,0.20324654877185822
bert-base-uncased,final,negation,question,negation_3,question_0,False,0.2431267648935318
bert-base-uncased,final,negation,question,negation_3,question_1,False,0.20727045834064484
bert-base-uncased,final,negation,question,negation_3,question_2,False,0.15830744802951813
bert-base-uncased,final,negation,question,negation_3,question_3,False,0.6153473258018494
bert-base-uncased,final,negation,question,negation_3,question_4,False,0.1224767193198204
bert-base-uncased,final,negation,question,negation_3,question_5,False,0.15620684623718262
bert-base-uncased,final,negation,question,negation_3,question_6,False,0.3349170386791229
bert-base-uncased,final,negation,question,negation_3,question_7,False,0.09450995177030563
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_0,False,0.04296687990427017
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_1,False,0.17758965492248535
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_2,False,0.020955033600330353
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_3,False,0.4283876121044159
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_4,False,0.04855678975582123
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_5,False,-0.13981957733631134
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_6,False,0.2299281507730484
bert-base-uncased,final,negation,past_to_future,negation_3,past_to_future_7,False,-0.006961870472878218
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_0,False,0.26181653141975403
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_1,False,0.13922354578971863
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_2,False,0.12860310077667236
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_3,False,0.1997036188840866
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_4,False,0.1165338009595871
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_5,False,0.03938665986061096
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_6,False,0.1756400316953659
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_3,certainty_to_uncertainty_7,False,0.10090407729148865
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_0,False,0.2564541697502136
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_1,False,0.07566504180431366
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_2,False,0.19736242294311523
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_3,False,0.5151107907295227
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_4,False,0.11493077874183655
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_5,False,0.12910141050815582
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_6,False,-0.0030144285410642624
bert-base-uncased,final,negation,active_to_passive,negation_3,active_to_passive_7,False,0.10392386466264725
bert-base-uncased,final,negation,formalization,negation_3,formalization_0,False,0.08962442725896835
bert-base-uncased,final,negation,formalization,negation_3,formalization_1,False,0.14066144824028015
bert-base-uncased,final,negation,formalization,negation_3,formalization_2,False,0.2591056525707245
bert-base-uncased,final,negation,formalization,negation_3,formalization_3,False,0.0366557240486145
bert-base-uncased,final,negation,formalization,negation_3,formalization_4,False,0.2436494678258896
bert-base-uncased,final,negation,formalization,negation_3,formalization_5,False,0.1476573348045349
bert-base-uncased,final,negation,formalization,negation_3,formalization_6,False,0.08536513149738312
bert-base-uncased,final,negation,formalization,negation_3,formalization_7,False,0.2123934030532837
bert-base-uncased,final,negation,negation,negation_4,negation_5,True,0.3343851566314697
bert-base-uncased,final,negation,negation,negation_4,negation_6,True,0.08257248252630234
bert-base-uncased,final,negation,negation,negation_4,negation_7,True,0.2941872477531433
bert-base-uncased,final,negation,question,negation_4,question_0,False,0.09956291317939758
bert-base-uncased,final,negation,question,negation_4,question_1,False,0.1857539713382721
bert-base-uncased,final,negation,question,negation_4,question_2,False,0.11553463339805603
bert-base-uncased,final,negation,question,negation_4,question_3,False,0.1157233789563179
bert-base-uncased,final,negation,question,negation_4,question_4,False,0.4362906217575073
bert-base-uncased,final,negation,question,negation_4,question_5,False,0.11854737251996994
bert-base-uncased,final,negation,question,negation_4,question_6,False,0.18908078968524933
bert-base-uncased,final,negation,question,negation_4,question_7,False,-0.021621719002723694
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_0,False,0.04181452468037605
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_1,False,0.20434726774692535
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_2,False,0.07665348052978516
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_3,False,0.02896164357662201
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_4,False,0.3661043047904968
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_5,False,0.09213023632764816
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_6,False,0.07768244296312332
bert-base-uncased,final,negation,past_to_future,negation_4,past_to_future_7,False,0.03543452173471451
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_0,False,0.13383561372756958
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_1,False,0.014925041235983372
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_2,False,0.2826121747493744
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_3,False,0.19332681596279144
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_4,False,0.22065025568008423
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_5,False,0.19235345721244812
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_6,False,0.15790721774101257
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_4,certainty_to_uncertainty_7,False,0.14115817844867706
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_0,False,0.17694993317127228
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_1,False,0.053512804210186005
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_2,False,0.17593982815742493
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_3,False,0.07618292421102524
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_4,False,0.6052674055099487
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_5,False,0.17786914110183716
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_6,False,0.05147705599665642
bert-base-uncased,final,negation,active_to_passive,negation_4,active_to_passive_7,False,0.15387852489948273
bert-base-uncased,final,negation,formalization,negation_4,formalization_0,False,-0.01887582428753376
bert-base-uncased,final,negation,formalization,negation_4,formalization_1,False,0.03459308668971062
bert-base-uncased,final,negation,formalization,negation_4,formalization_2,False,0.000247590069193393
bert-base-uncased,final,negation,formalization,negation_4,formalization_3,False,-0.04890812188386917
bert-base-uncased,final,negation,formalization,negation_4,formalization_4,False,0.022076474502682686
bert-base-uncased,final,negation,formalization,negation_4,formalization_5,False,-0.014612695202231407
bert-base-uncased,final,negation,formalization,negation_4,formalization_6,False,0.05475620552897453
bert-base-uncased,final,negation,formalization,negation_4,formalization_7,False,0.35924339294433594
bert-base-uncased,final,negation,negation,negation_5,negation_6,True,0.22064156830310822
bert-base-uncased,final,negation,negation,negation_5,negation_7,True,0.4790252149105072
bert-base-uncased,final,negation,question,negation_5,question_0,False,0.17772933840751648
bert-base-uncased,final,negation,question,negation_5,question_1,False,0.18463747203350067
bert-base-uncased,final,negation,question,negation_5,question_2,False,0.07699095457792282
bert-base-uncased,final,negation,question,negation_5,question_3,False,0.12056125700473785
bert-base-uncased,final,negation,question,negation_5,question_4,False,0.08594024926424026
bert-base-uncased,final,negation,question,negation_5,question_5,False,0.26576969027519226
bert-base-uncased,final,negation,question,negation_5,question_6,False,0.06356524676084518
bert-base-uncased,final,negation,question,negation_5,question_7,False,0.08537875860929489
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_0,False,0.10720790177583694
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_1,False,0.13673776388168335
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_2,False,0.016216810792684555
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_3,False,0.03539120778441429
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_4,False,0.03237072005867958
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_5,False,0.10029105097055435
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_6,False,-0.019162040203809738
bert-base-uncased,final,negation,past_to_future,negation_5,past_to_future_7,False,0.12998871505260468
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_0,False,0.08649436384439468
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_1,False,-0.039513856172561646
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_2,False,0.09633676707744598
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_3,False,0.027444837614893913
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_4,False,0.11250824481248856
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_5,False,0.1605486422777176
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_6,False,0.08308817446231842
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_5,certainty_to_uncertainty_7,False,0.07985028624534607
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_0,False,0.17503120005130768
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_1,False,0.24489012360572815
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_2,False,0.09682676196098328
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_3,False,0.0700347051024437
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_4,False,0.12168436497449875
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_5,False,0.3112359642982483
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_6,False,0.02292073704302311
bert-base-uncased,final,negation,active_to_passive,negation_5,active_to_passive_7,False,0.14188826084136963
bert-base-uncased,final,negation,formalization,negation_5,formalization_0,False,0.017416706308722496
bert-base-uncased,final,negation,formalization,negation_5,formalization_1,False,-0.034446824342012405
bert-base-uncased,final,negation,formalization,negation_5,formalization_2,False,0.045634735375642776
bert-base-uncased,final,negation,formalization,negation_5,formalization_3,False,-0.10686954110860825
bert-base-uncased,final,negation,formalization,negation_5,formalization_4,False,0.03012137860059738
bert-base-uncased,final,negation,formalization,negation_5,formalization_5,False,-0.02622770518064499
bert-base-uncased,final,negation,formalization,negation_5,formalization_6,False,0.0035445145331323147
bert-base-uncased,final,negation,formalization,negation_5,formalization_7,False,0.09839168190956116
bert-base-uncased,final,negation,negation,negation_6,negation_7,True,0.22815380990505219
bert-base-uncased,final,negation,question,negation_6,question_0,False,0.07098320126533508
bert-base-uncased,final,negation,question,negation_6,question_1,False,0.05002294480800629
bert-base-uncased,final,negation,question,negation_6,question_2,False,-0.029952766373753548
bert-base-uncased,final,negation,question,negation_6,question_3,False,0.23964805901050568
bert-base-uncased,final,negation,question,negation_6,question_4,False,0.00870516523718834
bert-base-uncased,final,negation,question,negation_6,question_5,False,0.019143905490636826
bert-base-uncased,final,negation,question,negation_6,question_6,False,0.5115344524383545
bert-base-uncased,final,negation,question,negation_6,question_7,False,0.06606587767601013
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_0,False,-0.09426536411046982
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_1,False,-0.011662072502076626
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_2,False,-0.15424267947673798
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_3,False,0.1575777530670166
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_4,False,-0.0720987617969513
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_5,False,-0.11427126824855804
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_6,False,0.3837938606739044
bert-base-uncased,final,negation,past_to_future,negation_6,past_to_future_7,False,0.007191270124167204
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_0,False,0.24818155169487
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_1,False,0.11746931821107864
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_2,False,0.05118604004383087
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_3,False,0.06934840232133865
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_4,False,0.02222927287220955
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_5,False,0.09203163534402847
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_6,False,0.11470233649015427
bert-base-uncased,final,negation,certainty_to_uncertainty,negation_6,certainty_to_uncertainty_7,False,0.178365558385849
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_0,False,0.14103873074054718
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_1,False,0.021963655948638916
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_2,False,0.16970175504684448
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_3,False,0.14876727759838104
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_4,False,0.05403199419379234
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_5,False,0.05922185629606247
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_6,False,0.23457574844360352
bert-base-uncased,final,negation,active_to_passive,negation_6,active_to_passive_7,False,0.14722566306591034
bert-base-uncased,final,negation,formalization,negation_6,formalization_0,False,0.07628799229860306
bert-base-uncased,final,negation,formalization,negation_6,formalization_1,False,0.015165354125201702
bert-base-uncased,final,negation,formalization,negation_6,formalization_2,False,0.16866759955883026
bert-base-uncased,final,negation,formalization,negation_6,formalization_3,False,0.12906710803508759
bert-base-uncased,final,negation,formalization,negation_6,formalization_4,False,0.2714597284793854
bert-base-uncased,final,negation,formalization,negation_6,formalization_5,False,0.18494923412799835
bert-base-uncased,final,negation,formalization,negation_6,formalization_6,False,0.10075576603412628
bert-base-uncased,final,negation,formalization,negation_6,formalization_7,False,0.07795997709035873
bert-base-uncased,final,negation,question,negation_7,question_0,False,0.2542209327220917
bert-base-uncased,final,negation,question,negation_7,question_1,False,0.0757346972823143
bert-base-uncased,final,negation,question,negation_7,question_2,False,0.032917626202106476
bert-base-uncased,final,negation,question,negation_7,question_3,False,0.04800792038440704
bert-base-uncased,final,negation,question,negation_7,question_4,False,-0.021188272163271904
bert-base-uncased,final,negation,question,negation_7,question_5,False,0.25871381163597107
bert-base-uncased,final,negation,question,negation_7,question_6,False,0.08646480739116669
bert-base-uncased,final,negation,question,negation_7,question_7,False,0.30206745862960815
bert-base-uncased,final,negation,past_to_future,negation_7,past_to_future_0,False,0.18600182235240936
bert-base-uncased,final,negation,past_to_future,negation_7,past_to_future_1,False,-0.004125644452869892
