language,template_id,source,N_text,Q_text,M_text,T_text,NQ_text,QN_text,NM_text,MN_text,NT_text,TN_text,QM_text,MQ_text,QT_text,TQ_text,MT_text,TM_text,NQM_abc_text,NQM_bca_text,NQM_cab_text,NQM_acb_text,NQM_cba_text,NQM_bac_text,NQT_abc_text,NQT_bca_text,NQT_cab_text,NQT_acb_text,NQT_cba_text,NQT_bac_text,NMT_abc_text,NMT_bca_text,NMT_cab_text,NMT_acb_text,NMT_cba_text,NMT_bac_text,QMT_abc_text,QMT_bca_text,QMT_cab_text,QMT_acb_text,QMT_cba_text,QMT_bac_text
en,125,The analyst supported the theory in the morning.,The analyst refused to support the theory in the morning.,Did the analyst support the theory in the morning?,The analyst allegedly supported the theory in the morning.,The analyst plans to support the theory in the morning.,Did the analyst fail to support the theory in the morning?,Is it false that the analyst supported the theory in the morning?,The analyst refused to support allegedly the theory in the morning.,The analyst allegedly refused to support the theory in the morning.,The analyst failed to plans to support the theory in the morning.,The analyst did not support the theory in the morning.,Is it allegedly true that the analyst supported the theory in the morning?,Did the analyst allegedly support the theory in the morning?,Will it be true that the analyst supported the theory in the morning?,Will the analyst supported the theory in the morning?,The analyst allegedly plans to support the theory in the morning.,The analyst plans to support allegedly the theory in the morning.,Is it allegedly true that the analyst refused to support the theory in the morning?,Is it false that the analyst supported allegedly the theory in the morning?,Did the analyst fail to support the theory in the morning?,Did the analyst fail to support the theory in the morning?,Is it false that the analyst allegedly supported the theory in the morning?,Is it false that the analyst supported allegedly the theory in the morning?,Will it be true that the analyst refused to support the theory in the morning?,Is it false that the analyst plans to support the theory in the morning?,Will the analyst refused to support the theory in the morning?,Will the analyst refused to support the theory in the morning?,Is it false that the analyst plans to support the theory in the morning?,Is it false that the analyst plans to support the theory in the morning?,The analyst failed to plans to support allegedly the theory in the morning.,The analyst allegedly did not support the theory in the morning.,The analyst did not support allegedly the theory in the morning.,The analyst failed to plans to support allegedly the theory in the morning.,The analyst did not support allegedly the theory in the morning.,The analyst allegedly failed to plans to support the theory in the morning.,Is it allegedly true that the analyst plans to support the theory in the morning?,Will the analyst allegedly supported the theory in the morning?,Is it allegedly true that the analyst plans to support the theory in the morning?,Is it allegedly true that the analyst plans to support the theory in the morning?,Will the analyst allegedly supported the theory in the morning?,Will it be true that the analyst allegedly supported the theory in the morning?
en,126,The researcher approved the treatment before the deadline.,The researcher refused to approve the treatment before the deadline.,Did the researcher approve the treatment before the deadline?,The researcher reportedly approved the treatment before the deadline.,The researcher will approve the treatment before the deadline.,Did the researcher fail to approve the treatment before the deadline?,Is it false that the researcher approved the treatment before the deadline?,The researcher refused to approve reportedly the treatment before the deadline.,The researcher reportedly refused to approve the treatment before the deadline.,The researcher failed to will approve the treatment before the deadline.,The researcher did not approve the treatment before the deadline.,Is it reportedly true that the researcher approved the treatment before the deadline?,Did the researcher reportedly approve the treatment before the deadline?,Will it be true that the researcher approved the treatment before the deadline?,Will the researcher approved the treatment before the deadline?,The researcher reportedly will approve the treatment before the deadline.,The researcher will approve reportedly the treatment before the deadline.,Is it reportedly true that the researcher refused to approve the treatment before the deadline?,Is it false that the researcher approved reportedly the treatment before the deadline?,Did the researcher fail to approve the treatment before the deadline?,Did the researcher fail to approve the treatment before the deadline?,Is it false that the researcher reportedly approved the treatment before the deadline?,Is it false that the researcher approved reportedly the treatment before the deadline?,Will it be true that the researcher refused to approve the treatment before the deadline?,Is it false that the researcher will approve the treatment before the deadline?,Will the researcher refused to approve the treatment before the deadline?,Will the researcher refused to approve the treatment before the deadline?,Is it false that the researcher will approve the treatment before the deadline?,Is it false that the researcher will approve the treatment before the deadline?,The researcher failed to will approve reportedly the treatment before the deadline.,The researcher reportedly did not approve the treatment before the deadline.,The researcher did not approve reportedly the treatment before the deadline.,The researcher failed to will approve reportedly the treatment before the deadline.,The researcher did not approve reportedly the treatment before the deadline.,The researcher reportedly failed to will approve the treatment before the deadline.,Is it reportedly true that the researcher will approve the treatment before the deadline?,Will the researcher reportedly approved the treatment before the deadline?,Is it reportedly true that the researcher will approve the treatment before the deadline?,Is it reportedly true that the researcher will approve the treatment before the deadline?,Will the researcher reportedly approved the treatment before the deadline?,Will it be true that the researcher reportedly approved the treatment before the deadline?
en,127,The programmer accepted the explanation after the review.,The programmer failed to accept the explanation after the review.,Did the programmer accept the explanation after the review?,The programmer reportedly accepted the explanation after the review.,The programmer plans to accept the explanation after the review.,Did the programmer fail to accept the explanation after the review?,Is it false that the programmer accepted the explanation after the review?,The programmer failed to accept reportedly the explanation after the review.,The programmer reportedly failed to accept the explanation after the review.,The programmer failed to plans to accept the explanation after the review.,The programmer did not accept the explanation after the review.,Is it reportedly true that the programmer accepted the explanation after the review?,Did the programmer reportedly accept the explanation after the review?,Will it be true that the programmer accepted the explanation after the review?,Will the programmer accepted the explanation after the review?,The programmer reportedly plans to accept the explanation after the review.,The programmer plans to accept reportedly the explanation after the review.,Is it reportedly true that the programmer failed to accept the explanation after the review?,Is it false that the programmer accepted reportedly the explanation after the review?,Did the programmer fail to accept the explanation after the review?,Did the programmer fail to accept the explanation after the review?,Is it false that the programmer reportedly accepted the explanation after the review?,Is it false that the programmer accepted reportedly the explanation after the review?,Will it be true that the programmer failed to accept the explanation after the review?,Is it false that the programmer plans to accept the explanation after the review?,Will the programmer failed to accept the explanation after the review?,Will the programmer failed to accept the explanation after the review?,Is it false that the programmer plans to accept the explanation after the review?,Is it false that the programmer plans to accept the explanation after the review?,The programmer failed to plans to accept reportedly the explanation after the review.,The programmer reportedly did not accept the explanation after the review.,The programmer did not accept reportedly the explanation after the review.,The programmer failed to plans to accept reportedly the explanation after the review.,The programmer did not accept reportedly the explanation after the review.,The programmer reportedly failed to plans to accept the explanation after the review.,Is it reportedly true that the programmer plans to accept the explanation after the review?,Will the programmer reportedly accepted the explanation after the review?,Is it reportedly true that the programmer plans to accept the explanation after the review?,Is it reportedly true that the programmer plans to accept the explanation after the review?,Will the programmer reportedly accepted the explanation after the review?,Will it be true that the programmer reportedly accepted the explanation after the review?
en,128,The manager approved the treatment after the review.,The manager did not approve the treatment after the review.,Did the manager approve the treatment after the review?,The manager allegedly approved the treatment after the review.,The manager plans to approve the treatment after the review.,Did the manager fail to approve the treatment after the review?,Is it false that the manager approved the treatment after the review?,The manager did not approve allegedly the treatment after the review.,The manager allegedly did not approve the treatment after the review.,The manager failed to plans to approve the treatment after the review.,The manager did not approve the treatment after the review.,Is it allegedly true that the manager approved the treatment after the review?,Did the manager allegedly approve the treatment after the review?,Will it be true that the manager approved the treatment after the review?,Will the manager approved the treatment after the review?,The manager allegedly plans to approve the treatment after the review.,The manager plans to approve allegedly the treatment after the review.,Is it allegedly true that the manager did not approve the treatment after the review?,Is it false that the manager approved allegedly the treatment after the review?,Did the manager fail to approve the treatment after the review?,Did the manager fail to approve the treatment after the review?,Is it false that the manager allegedly approved the treatment after the review?,Is it false that the manager approved allegedly the treatment after the review?,Will it be true that the manager did not approve the treatment after the review?,Is it false that the manager plans to approve the treatment after the review?,Will the manager did not approve the treatment after the review?,Will the manager did not approve the treatment after the review?,Is it false that the manager plans to approve the treatment after the review?,Is it false that the manager plans to approve the treatment after the review?,The manager failed to plans to approve allegedly the treatment after the review.,The manager allegedly did not approve the treatment after the review.,The manager did not approve allegedly the treatment after the review.,The manager failed to plans to approve allegedly the treatment after the review.,The manager did not approve allegedly the treatment after the review.,The manager allegedly failed to plans to approve the treatment after the review.,Is it allegedly true that the manager plans to approve the treatment after the review?,Will the manager allegedly approved the treatment after the review?,Is it allegedly true that the manager plans to approve the treatment after the review?,Is it allegedly true that the manager plans to approve the treatment after the review?,Will the manager allegedly approved the treatment after the review?,Will it be true that the manager allegedly approved the treatment after the review?
en,129,The scientist supported the theory during the meeting.,The scientist did not support the theory during the meeting.,Did the scientist support the theory during the meeting?,The scientist reportedly supported the theory during the meeting.,The scientist is going to support the theory during the meeting.,Did the scientist fail to support the theory during the meeting?,Is it false that the scientist supported the theory during the meeting?,The scientist did not support reportedly the theory during the meeting.,The scientist reportedly did not support the theory during the meeting.,The scientist failed to is going to support the theory during the meeting.,The scientist did not support the theory during the meeting.,Is it reportedly true that the scientist supported the theory during the meeting?,Did the scientist reportedly support the theory during the meeting?,Will it be true that the scientist supported the theory during the meeting?,Will the scientist supported the theory during the meeting?,The scientist reportedly is going to support the theory during the meeting.,The scientist is going to support reportedly the theory during the meeting.,Is it reportedly true that the scientist did not support the theory during the meeting?,Is it false that the scientist supported reportedly the theory during the meeting?,Did the scientist fail to support the theory during the meeting?,Did the scientist fail to support the theory during the meeting?,Is it false that the scientist reportedly supported the theory during the meeting?,Is it false that the scientist supported reportedly the theory during the meeting?,Will it be true that the scientist did not support the theory during the meeting?,Is it false that the scientist is going to support the theory during the meeting?,Will the scientist did not support the theory during the meeting?,Will the scientist did not support the theory during the meeting?,Is it false that the scientist is going to support the theory during the meeting?,Is it false that the scientist is going to support the theory during the meeting?,The scientist failed to is going to support reportedly the theory during the meeting.,The scientist reportedly did not support the theory during the meeting.,The scientist did not support reportedly the theory during the meeting.,The scientist failed to is going to support reportedly the theory during the meeting.,The scientist did not support reportedly the theory during the meeting.,The scientist reportedly failed to is going to support the theory during the meeting.,Is it reportedly true that the scientist is going to support the theory during the meeting?,Will the scientist reportedly supported the theory during the meeting?,Is it reportedly true that the scientist is going to support the theory during the meeting?,Is it reportedly true that the scientist is going to support the theory during the meeting?,Will the scientist reportedly supported the theory during the meeting?,Will it be true that the scientist reportedly supported the theory during the meeting?
en,130,The scientist approved the treatment in the morning.,The scientist failed to approve the treatment in the morning.,Did the scientist approve the treatment in the morning?,The scientist allegedly approved the treatment in the morning.,The scientist is going to approve the treatment in the morning.,Did the scientist fail to approve the treatment in the morning?,Is it false that the scientist approved the treatment in the morning?,The scientist failed to approve allegedly the treatment in the morning.,The scientist allegedly failed to approve the treatment in the morning.,The scientist failed to is going to approve the treatment in the morning.,The scientist did not approve the treatment in the morning.,Is it allegedly true that the scientist approved the treatment in the morning?,Did the scientist allegedly approve the treatment in the morning?,Will it be true that the scientist approved the treatment in the morning?,Will the scientist approved the treatment in the morning?,The scientist allegedly is going to approve the treatment in the morning.,The scientist is going to approve allegedly the treatment in the morning.,Is it allegedly true that the scientist failed to approve the treatment in the morning?,Is it false that the scientist approved allegedly the treatment in the morning?,Did the scientist fail to approve the treatment in the morning?,Did the scientist fail to approve the treatment in the morning?,Is it false that the scientist allegedly approved the treatment in the morning?,Is it false that the scientist approved allegedly the treatment in the morning?,Will it be true that the scientist failed to approve the treatment in the morning?,Is it false that the scientist is going to approve the treatment in the morning?,Will the scientist failed to approve the treatment in the morning?,Will the scientist failed to approve the treatment in the morning?,Is it false that the scientist is going to approve the treatment in the morning?,Is it false that the scientist is going to approve the treatment in the morning?,The scientist failed to is going to approve allegedly the treatment in the morning.,The scientist allegedly did not approve the treatment in the morning.,The scientist did not approve allegedly the treatment in the morning.,The scientist failed to is going to approve allegedly the treatment in the morning.,The scientist did not approve allegedly the treatment in the morning.,The scientist allegedly failed to is going to approve the treatment in the morning.,Is it allegedly true that the scientist is going to approve the treatment in the morning?,Will the scientist allegedly approved the treatment in the morning?,Is it allegedly true that the scientist is going to approve the treatment in the morning?,Is it allegedly true that the scientist is going to approve the treatment in the morning?,Will the scientist allegedly approved the treatment in the morning?,Will it be true that the scientist allegedly approved the treatment in the morning?
en,131,The doctor confirmed the answer after the review.,The doctor failed to confirm the answer after the review.,Did the doctor confirm the answer after the review?,The doctor allegedly confirmed the answer after the review.,The doctor plans to confirm the answer after the review.,Did the doctor fail to confirm the answer after the review?,Is it false that the doctor confirmed the answer after the review?,The doctor failed to confirm allegedly the answer after the review.,The doctor allegedly failed to confirm the answer after the review.,The doctor failed to plans to confirm the answer after the review.,The doctor did not confirm the answer after the review.,Is it allegedly true that the doctor confirmed the answer after the review?,Did the doctor allegedly confirm the answer after the review?,Will it be true that the doctor confirmed the answer after the review?,Will the doctor confirmed the answer after the review?,The doctor allegedly plans to confirm the answer after the review.,The doctor plans to confirm allegedly the answer after the review.,Is it allegedly true that the doctor failed to confirm the answer after the review?,Is it false that the doctor confirmed allegedly the answer after the review?,Did the doctor fail to confirm the answer after the review?,Did the doctor fail to confirm the answer after the review?,Is it false that the doctor allegedly confirmed the answer after the review?,Is it false that the doctor confirmed allegedly the answer after the review?,Will it be true that the doctor failed to confirm the answer after the review?,Is it false that the doctor plans to confirm the answer after the review?,Will the doctor failed to confirm the answer after the review?,Will the doctor failed to confirm the answer after the review?,Is it false that the doctor plans to confirm the answer after the review?,Is it false that the doctor plans to confirm the answer after the review?,The doctor failed to plans to confirm allegedly the answer after the review.,The doctor allegedly did not confirm the answer after the review.,The doctor did not confirm allegedly the answer after the review.,The doctor failed to plans to confirm allegedly the answer after the review.,The doctor did not confirm allegedly the answer after the review.,The doctor allegedly failed to plans to confirm the answer after the review.,Is it allegedly true that the doctor plans to confirm the answer after the review?,Will the doctor allegedly confirmed the answer after the review?,Is it allegedly true that the doctor plans to confirm the answer after the review?,Is it allegedly true that the doctor plans to confirm the answer after the review?,Will the doctor allegedly confirmed the answer after the review?,Will it be true that the doctor allegedly confirmed the answer after the review?
en,132,The doctor supported the theory after the review.,The doctor failed to support the theory after the review.,Did the doctor support the theory after the review?,The doctor reportedly supported the theory after the review.,The doctor will support the theory after the review.,Did the doctor fail to support the theory after the review?,Is it false that the doctor supported the theory after the review?,The doctor failed to support reportedly the theory after the review.,The doctor reportedly failed to support the theory after the review.,The doctor failed to will support the theory after the review.,The doctor did not support the theory after the review.,Is it reportedly true that the doctor supported the theory after the review?,Did the doctor reportedly support the theory after the review?,Will it be true that the doctor supported the theory after the review?,Will the doctor supported the theory after the review?,The doctor reportedly will support the theory after the review.,The doctor will support reportedly the theory after the review.,Is it reportedly true that the doctor failed to support the theory after the review?,Is it false that the doctor supported reportedly the theory after the review?,Did the doctor fail to support the theory after the review?,Did the doctor fail to support the theory after the review?,Is it false that the doctor reportedly supported the theory after the review?,Is it false that the doctor supported reportedly the theory after the review?,Will it be true that the doctor failed to support the theory after the review?,Is it false that the doctor will support the theory after the review?,Will the doctor failed to support the theory after the review?,Will the doctor failed to support the theory after the review?,Is it false that the doctor will support the theory after the review?,Is it false that the doctor will support the theory after the review?,The doctor failed to will support reportedly the theory after the review.,The doctor reportedly did not support the theory after the review.,The doctor did not support reportedly the theory after the review.,The doctor failed to will support reportedly the theory after the review.,The doctor did not support reportedly the theory after the review.,The doctor reportedly failed to will support the theory after the review.,Is it reportedly true that the doctor will support the theory after the review?,Will the doctor reportedly supported the theory after the review?,Is it reportedly true that the doctor will support the theory after the review?,Is it reportedly true that the doctor will support the theory after the review?,Will the doctor reportedly supported the theory after the review?,Will it be true that the doctor reportedly supported the theory after the review?
en,133,The manager supported the theory in the morning.,The manager failed to support the theory in the morning.,Did the manager support the theory in the morning?,The manager reportedly supported the theory in the morning.,The manager plans to support the theory in the morning.,Did the manager fail to support the theory in the morning?,Is it false that the manager supported the theory in the morning?,The manager failed to support reportedly the theory in the morning.,The manager reportedly failed to support the theory in the morning.,The manager failed to plans to support the theory in the morning.,The manager did not support the theory in the morning.,Is it reportedly true that the manager supported the theory in the morning?,Did the manager reportedly support the theory in the morning?,Will it be true that the manager supported the theory in the morning?,Will the manager supported the theory in the morning?,The manager reportedly plans to support the theory in the morning.,The manager plans to support reportedly the theory in the morning.,Is it reportedly true that the manager failed to support the theory in the morning?,Is it false that the manager supported reportedly the theory in the morning?,Did the manager fail to support the theory in the morning?,Did the manager fail to support the theory in the morning?,Is it false that the manager reportedly supported the theory in the morning?,Is it false that the manager supported reportedly the theory in the morning?,Will it be true that the manager failed to support the theory in the morning?,Is it false that the manager plans to support the theory in the morning?,Will the manager failed to support the theory in the morning?,Will the manager failed to support the theory in the morning?,Is it false that the manager plans to support the theory in the morning?,Is it false that the manager plans to support the theory in the morning?,The manager failed to plans to support reportedly the theory in the morning.,The manager reportedly did not support the theory in the morning.,The manager did not support reportedly the theory in the morning.,The manager failed to plans to support reportedly the theory in the morning.,The manager did not support reportedly the theory in the morning.,The manager reportedly failed to plans to support the theory in the morning.,Is it reportedly true that the manager plans to support the theory in the morning?,Will the manager reportedly supported the theory in the morning?,Is it reportedly true that the manager plans to support the theory in the morning?,Is it reportedly true that the manager plans to support the theory in the morning?,Will the manager reportedly supported the theory in the morning?,Will it be true that the manager reportedly supported the theory in the morning?
en,134,The engineer accepted the explanation before the deadline.,The engineer failed to accept the explanation before the deadline.,Did the engineer accept the explanation before the deadline?,The engineer reportedly accepted the explanation before the deadline.,The engineer is going to accept the explanation before the deadline.,Did the engineer fail to accept the explanation before the deadline?,Is it false that the engineer accepted the explanation before the deadline?,The engineer failed to accept reportedly the explanation before the deadline.,The engineer reportedly failed to accept the explanation before the deadline.,The engineer failed to is going to accept the explanation before the deadline.,The engineer did not accept the explanation before the deadline.,Is it reportedly true that the engineer accepted the explanation before the deadline?,Did the engineer reportedly accept the explanation before the deadline?,Will it be true that the engineer accepted the explanation before the deadline?,Will the engineer accepted the explanation before the deadline?,The engineer reportedly is going to accept the explanation before the deadline.,The engineer is going to accept reportedly the explanation before the deadline.,Is it reportedly true that the engineer failed to accept the explanation before the deadline?,Is it false that the engineer accepted reportedly the explanation before the deadline?,Did the engineer fail to accept the explanation before the deadline?,Did the engineer fail to accept the explanation before the deadline?,Is it false that the engineer reportedly accepted the explanation before the deadline?,Is it false that the engineer accepted reportedly the explanation before the deadline?,Will it be true that the engineer failed to accept the explanation before the deadline?,Is it false that the engineer is going to accept the explanation before the deadline?,Will the engineer failed to accept the explanation before the deadline?,Will the engineer failed to accept the explanation before the deadline?,Is it false that the engineer is going to accept the explanation before the deadline?,Is it false that the engineer is going to accept the explanation before the deadline?,The engineer failed to is going to accept reportedly the explanation before the deadline.,The engineer reportedly did not accept the explanation before the deadline.,The engineer did not accept reportedly the explanation before the deadline.,The engineer failed to is going to accept reportedly the explanation before the deadline.,The engineer did not accept reportedly the explanation before the deadline.,The engineer reportedly failed to is going to accept the explanation before the deadline.,Is it reportedly true that the engineer is going to accept the explanation before the deadline?,Will the engineer reportedly accepted the explanation before the deadline?,Is it reportedly true that the engineer is going to accept the explanation before the deadline?,Is it reportedly true that the engineer is going to accept the explanation before the deadline?,Will the engineer reportedly accepted the explanation before the deadline?,Will it be true that the engineer reportedly accepted the explanation before the deadline?
en,135,The scientist supported the theory in the morning.,The scientist did not support the theory in the morning.,Did the scientist support the theory in the morning?,The scientist apparently supported the theory in the morning.,The scientist is going to support the theory in the morning.,Did the scientist fail to support the theory in the morning?,Is it false that the scientist supported the theory in the morning?,The scientist did not support apparently the theory in the morning.,The scientist apparently did not support the theory in the morning.,The scientist failed to is going to support the theory in the morning.,The scientist did not support the theory in the morning.,Is it apparently true that the scientist supported the theory in the morning?,Did the scientist apparently support the theory in the morning?,Will it be true that the scientist supported the theory in the morning?,Will the scientist supported the theory in the morning?,The scientist apparently is going to support the theory in the morning.,The scientist is going to support apparently the theory in the morning.,Is it apparently true that the scientist did not support the theory in the morning?,Is it false that the scientist supported apparently the theory in the morning?,Did the scientist fail to support the theory in the morning?,Did the scientist fail to support the theory in the morning?,Is it false that the scientist apparently supported the theory in the morning?,Is it false that the scientist supported apparently the theory in the morning?,Will it be true that the scientist did not support the theory in the morning?,Is it false that the scientist is going to support the theory in the morning?,Will the scientist did not support the theory in the morning?,Will the scientist did not support the theory in the morning?,Is it false that the scientist is going to support the theory in the morning?,Is it false that the scientist is going to support the theory in the morning?,The scientist failed to is going to support apparently the theory in the morning.,The scientist apparently did not support the theory in the morning.,The scientist did not support apparently the theory in the morning.,The scientist failed to is going to support apparently the theory in the morning.,The scientist did not support apparently the theory in the morning.,The scientist apparently failed to is going to support the theory in the morning.,Is it apparently true that the scientist is going to support the theory in the morning?,Will the scientist apparently supported the theory in the morning?,Is it apparently true that the scientist is going to support the theory in the morning?,Is it apparently true that the scientist is going to support the theory in the morning?,Will the scientist apparently supported the theory in the morning?,Will it be true that the scientist apparently supported the theory in the morning?
en,136,The engineer fixed the bug before the deadline.,The engineer did not fix the bug before the deadline.,Did the engineer fix the bug before the deadline?,The engineer apparently fixed the bug before the deadline.,The engineer is going to fix the bug before the deadline.,Did the engineer fail to fix the bug before the deadline?,Is it false that the engineer fixed the bug before the deadline?,The engineer did not fix apparently the bug before the deadline.,The engineer apparently did not fix the bug before the deadline.,The engineer failed to is going to fix the bug before the deadline.,The engineer did not fix the bug before the deadline.,Is it apparently true that the engineer fixed the bug before the deadline?,Did the engineer apparently fix the bug before the deadline?,Will it be true that the engineer fixed the bug before the deadline?,Will the engineer fixed the bug before the deadline?,The engineer apparently is going to fix the bug before the deadline.,The engineer is going to fix apparently the bug before the deadline.,Is it apparently true that the engineer did not fix the bug before the deadline?,Is it false that the engineer fixed apparently the bug before the deadline?,Did the engineer fail to fix the bug before the deadline?,Did the engineer fail to fix the bug before the deadline?,Is it false that the engineer apparently fixed the bug before the deadline?,Is it false that the engineer fixed apparently the bug before the deadline?,Will it be true that the engineer did not fix the bug before the deadline?,Is it false that the engineer is going to fix the bug before the deadline?,Will the engineer did not fix the bug before the deadline?,Will the engineer did not fix the bug before the deadline?,Is it false that the engineer is going to fix the bug before the deadline?,Is it false that the engineer is going to fix the bug before the deadline?,The engineer failed to is going to fix apparently the bug before the deadline.,The engineer apparently did not fix the bug before the deadline.,The engineer did not fix apparently the bug before the deadline.,The engineer failed to is going to fix apparently the bug before the deadline.,The engineer did not fix apparently the bug before the deadline.,The engineer apparently failed to is going to fix the bug before the deadline.,Is it apparently true that the engineer is going to fix the bug before the deadline?,Will the engineer apparently fixed the bug before the deadline?,Is it apparently true that the engineer is going to fix the bug before the deadline?,Is it apparently true that the engineer is going to fix the bug before the deadline?,Will the engineer apparently fixed the bug before the deadline?,Will it be true that the engineer apparently fixed the bug before the deadline?
en,137,The engineer supported the theory in the morning.,The engineer did not support the theory in the morning.,Did the engineer support the theory in the morning?,The engineer apparently supported the theory in the morning.,The engineer plans to support the theory in the morning.,Did the engineer fail to support the theory in the morning?,Is it false that the engineer supported the theory in the morning?,The engineer did not support apparently the theory in the morning.,The engineer apparently did not support the theory in the morning.,The engineer failed to plans to support the theory in the morning.,The engineer did not support the theory in the morning.,Is it apparently true that the engineer supported the theory in the morning?,Did the engineer apparently support the theory in the morning?,Will it be true that the engineer supported the theory in the morning?,Will the engineer supported the theory in the morning?,The engineer apparently plans to support the theory in the morning.,The engineer plans to support apparently the theory in the morning.,Is it apparently true that the engineer did not support the theory in the morning?,Is it false that the engineer supported apparently the theory in the morning?,Did the engineer fail to support the theory in the morning?,Did the engineer fail to support the theory in the morning?,Is it false that the engineer apparently supported the theory in the morning?,Is it false that the engineer supported apparently the theory in the morning?,Will it be true that the engineer did not support the theory in the morning?,Is it false that the engineer plans to support the theory in the morning?,Will the engineer did not support the theory in the morning?,Will the engineer did not support the theory in the morning?,Is it false that the engineer plans to support the theory in the morning?,Is it false that the engineer plans to support the theory in the morning?,The engineer failed to plans to support apparently the theory in the morning.,The engineer apparently did not support the theory in the morning.,The engineer did not support apparently the theory in the morning.,The engineer failed to plans to support apparently the theory in the morning.,The engineer did not support apparently the theory in the morning.,The engineer apparently failed to plans to support the theory in the morning.,Is it apparently true that the engineer plans to support the theory in the morning?,Will the engineer apparently supported the theory in the morning?,Is it apparently true that the engineer plans to support the theory in the morning?,Is it apparently true that the engineer plans to support the theory in the morning?,Will the engineer apparently supported the theory in the morning?,Will it be true that the engineer apparently supported the theory in the morning?
en,138,The engineer fixed the bug after the review.,The engineer failed to fix the bug after the review.,Did the engineer fix the bug after the review?,The engineer allegedly fixed the bug after the review.,The engineer plans to fix the bug after the review.,Did the engineer fail to fix the bug after the review?,Is it false that the engineer fixed the bug after the review?,The engineer failed to fix allegedly the bug after the review.,The engineer allegedly failed to fix the bug after the review.,The engineer failed to plans to fix the bug after the review.,The engineer did not fix the bug after the review.,Is it allegedly true that the engineer fixed the bug after the review?,Did the engineer allegedly fix the bug after the review?,Will it be true that the engineer fixed the bug after the review?,Will the engineer fixed the bug after the review?,The engineer allegedly plans to fix the bug after the review.,The engineer plans to fix allegedly the bug after the review.,Is it allegedly true that the engineer failed to fix the bug after the review?,Is it false that the engineer fixed allegedly the bug after the review?,Did the engineer fail to fix the bug after the review?,Did the engineer fail to fix the bug after the review?,Is it false that the engineer allegedly fixed the bug after the review?,Is it false that the engineer fixed allegedly the bug after the review?,Will it be true that the engineer failed to fix the bug after the review?,Is it false that the engineer plans to fix the bug after the review?,Will the engineer failed to fix the bug after the review?,Will the engineer failed to fix the bug after the review?,Is it false that the engineer plans to fix the bug after the review?,Is it false that the engineer plans to fix the bug after the review?,The engineer failed to plans to fix allegedly the bug after the review.,The engineer allegedly did not fix the bug after the review.,The engineer did not fix allegedly the bug after the review.,The engineer failed to plans to fix allegedly the bug after the review.,The engineer did not fix allegedly the bug after the review.,The engineer allegedly failed to plans to fix the bug after the review.,Is it allegedly true that the engineer plans to fix the bug after the review?,Will the engineer allegedly fixed the bug after the review?,Is it allegedly true that the engineer plans to fix the bug after the review?,Is it allegedly true that the engineer plans to fix the bug after the review?,Will the engineer allegedly fixed the bug after the review?,Will it be true that the engineer allegedly fixed the bug after the review?
en,139,The analyst supported the theory after the review.,The analyst refused to support the theory after the review.,Did the analyst support the theory after the review?,The analyst allegedly supported the theory after the review.,The analyst plans to support the theory after the review.,Did the analyst fail to support the theory after the review?,Is it false that the analyst supported the theory after the review?,The analyst refused to support allegedly the theory after the review.,The analyst allegedly refused to support the theory after the review.,The analyst failed to plans to support the theory after the review.,The analyst did not support the theory after the review.,Is it allegedly true that the analyst supported the theory after the review?,Did the analyst allegedly support the theory after the review?,Will it be true that the analyst supported the theory after the review?,Will the analyst supported the theory after the review?,The analyst allegedly plans to support the theory after the review.,The analyst plans to support allegedly the theory after the review.,Is it allegedly true that the analyst refused to support the theory after the review?,Is it false that the analyst supported allegedly the theory after the review?,Did the analyst fail to support the theory after the review?,Did the analyst fail to support the theory after the review?,Is it false that the analyst allegedly supported the theory after the review?,Is it false that the analyst supported allegedly the theory after the review?,Will it be true that the analyst refused to support the theory after the review?,Is it false that the analyst plans to support the theory after the review?,Will the analyst refused to support the theory after the review?,Will the analyst refused to support the theory after the review?,Is it false that the analyst plans to support the theory after the review?,Is it false that the analyst plans to support the theory after the review?,The analyst failed to plans to support allegedly the theory after the review.,The analyst allegedly did not support the theory after the review.,The analyst did not support allegedly the theory after the review.,The analyst failed to plans to support allegedly the theory after the review.,The analyst did not support allegedly the theory after the review.,The analyst allegedly failed to plans to support the theory after the review.,Is it allegedly true that the analyst plans to support the theory after the review?,Will the analyst allegedly supported the theory after the review?,Is it allegedly true that the analyst plans to support the theory after the review?,Is it allegedly true that the analyst plans to support the theory after the review?,Will the analyst allegedly supported the theory after the review?,Will it be true that the analyst allegedly supported the theory after the review?
