prompt_id,prompt
275,"If the farmer found the signal, the result mattered."
276,The person who tested the event was the farmer.
277,"After the farmer tested the event, the situation changed."
278,The report said that the farmer tested the event.
279,"If the farmer tested the event, the result mattered."
280,The person who discovered the interface was the pilot.
281,"After the pilot discovered the interface, the situation changed."
282,The report said that the pilot discovered the interface.
283,"If the pilot discovered the interface, the result mattered."
284,The person who measured the document was the designer.
285,"After the designer measured the document, the situation changed."
286,The report said that the designer measured the document.
287,"If the designer measured the document, the result mattered."
288,The person who helped the document was the researcher.
289,"After the researcher helped the document, the situation changed."
290,The report said that the researcher helped the document.
291,"If the researcher helped the document, the result mattered."
292,The person who measured the document was the journalist.
293,"After the journalist measured the document, the situation changed."
294,The report said that the journalist measured the document.
295,"If the journalist measured the document, the result mattered."
296,The person who found the signal was the analyst.
297,"After the analyst found the signal, the situation changed."
298,The report said that the analyst found the signal.
299,"If the analyst found the signal, the result mattered."
300,The student never found the system.
301,Could the student have found the system?
302,The student will find the system.
303,The student might have found the system.
304,The system had been found by the student.
305,It is true that the student found the system.
306,The student never found the system after the discussion.
307,Did the student find the system after the discussion?
308,The student is going to find the system after the discussion.
309,The student may have found the system after the discussion.
310,The system had been found by the student after the discussion.
311,The fact is that the student found the system after the discussion.
312,The scientist did not explain a black cat.
313,Could the scientist have explained a black cat?
314,The scientist will explain a black cat.
315,The scientist may have explained a black cat.
316,A black cat had been explained by the scientist.
317,It is true that the scientist explained a black cat.
318,The scientist never explained a black cat before the deadline.
319,Could the scientist have explained a black cat before the deadline?
320,The scientist is going to explain a black cat before the deadline.
321,The scientist might have explained a black cat before the deadline.
322,A black cat was explained by the scientist before the deadline.
323,It is true that the scientist explained a black cat before the deadline.
324,The writer did not prepare the decision.
325,Did the writer prepare the decision?
326,The writer is going to prepare the decision.
327,The writer may have prepared the decision.
328,The decision was prepared by the writer.
329,The fact is that the writer prepared the decision.
330,The writer never prepared the decision after the discussion.
331,Could the writer have prepared the decision after the discussion?
332,The writer is going to prepare the decision after the discussion.
333,The writer might have prepared the decision after the discussion.
334,The decision had been prepared by the writer after the discussion.
335,It is true that the writer prepared the decision after the discussion.
336,The scientist never created the patient.
337,Could the scientist have created the patient?
338,The scientist is going to create the patient.
339,The scientist might have created the patient.
340,The patient had been created by the scientist.
341,It is true that the scientist created the patient.
342,The scientist never created the patient after the discussion.
343,Could the scientist have created the patient after the discussion?
344,The scientist will create the patient after the discussion.
345,The scientist may have created the patient after the discussion.
346,The patient had been created by the scientist after the discussion.
347,The fact is that the scientist created the patient after the discussion.
348,The programmer never studied the patient.
349,Did the programmer study the patient?
350,The programmer will study the patient.
351,The programmer might have studied the patient.
352,The patient had been studied by the programmer.
353,It is true that the programmer studied the patient.
354,The programmer did not study the patient before the presentation.
355,Could the programmer have studied the patient before the presentation?
356,The programmer is going to study the patient before the presentation.
357,The programmer might have studied the patient before the presentation.
358,The patient had been studied by the programmer before the presentation.
359,The fact is that the programmer studied the patient before the presentation.
360,The scientist never prepared the rule.
361,Did the scientist prepare the rule?
362,The scientist will prepare the rule.
363,The scientist may have prepared the rule.
364,The rule had been prepared by the scientist.
365,The fact is that the scientist prepared the rule.
366,The scientist never prepared the rule in the laboratory.
367,Did the scientist prepare the rule in the laboratory?
368,The scientist is going to prepare the rule in the laboratory.
369,The scientist might have prepared the rule in the laboratory.
370,The rule was prepared by the scientist in the laboratory.
371,The fact is that the scientist prepared the rule in the laboratory.
372,The programmer did not test a black cat.
373,Could the programmer have tested a black cat?
374,The programmer will test a black cat.
375,The programmer may have tested a black cat.
376,A black cat had been tested by the programmer.
377,It is true that the programmer tested a black cat.
378,The programmer did not test a black cat before the presentation.
379,Did the programmer test a black cat before the presentation?
380,The programmer is going to test a black cat before the presentation.
381,The programmer may have tested a black cat before the presentation.
382,A black cat was tested by the programmer before the presentation.
383,The fact is that the programmer tested a black cat before the presentation.
384,The doctor never examined a complex machine.
385,Could the doctor have examined a complex machine?
386,The doctor will examine a complex machine.
387,The doctor might have examined a complex machine.
388,A complex machine had been examined by the doctor.
389,The fact is that the doctor examined a complex machine.
390,The doctor never examined a complex machine before the deadline.
391,Did the doctor examine a complex machine before the deadline?
392,The doctor is going to examine a complex machine before the deadline.
393,The doctor might have examined a complex machine before the deadline.
394,A complex machine was examined by the doctor before the deadline.
395,The fact is that the doctor examined a complex machine before the deadline.
396,The programmer never prepared a beautiful painting.
397,Could the programmer have prepared a beautiful painting?
398,The programmer is going to prepare a beautiful painting.
399,The programmer might have prepared a beautiful painting.
400,A beautiful painting was prepared by the programmer.
401,It is true that the programmer prepared a beautiful painting.
402,The programmer never prepared a beautiful painting in the laboratory.
403,Could the programmer have prepared a beautiful painting in the laboratory?
404,The programmer will prepare a beautiful painting in the laboratory.
405,The programmer might have prepared a beautiful painting in the laboratory.
406,A beautiful painting had been prepared by the programmer in the laboratory.
407,It is true that the programmer prepared a beautiful painting in the laboratory.
408,The programmer did not report the patient.
409,Could the programmer have reported the patient?
410,The programmer is going to report the patient.
411,The programmer might have reported the patient.
412,The patient had been reported by the programmer.
413,It is true that the programmer reported the patient.
414,The programmer did not report the patient at the school.
415,Did the programmer report the patient at the school?
416,The programmer will report the patient at the school.
417,The programmer may have reported the patient at the school.
418,The patient had been reported by the programmer at the school.
419,It is true that the programmer reported the patient at the school.
420,The doctor never studied a black cat.
421,Did the doctor study a black cat?
422,The doctor will study a black cat.
423,The doctor might have studied a black cat.
424,A black cat was studied by the doctor.
425,The fact is that the doctor studied a black cat.
426,The doctor did not study a black cat after the discussion.
427,Could the doctor have studied a black cat after the discussion?
428,The doctor will study a black cat after the discussion.
429,The doctor may have studied a black cat after the discussion.
430,A black cat had been studied by the doctor after the discussion.
431,The fact is that the doctor studied a black cat after the discussion.
432,The teacher did not examine a complex machine.
433,Did the teacher examine a complex machine?
434,The teacher is going to examine a complex machine.
435,The teacher may have examined a complex machine.
436,A complex machine had been examined by the teacher.
437,It is true that the teacher examined a complex machine.
438,The teacher never examined a complex machine before the deadline.
439,Did the teacher examine a complex machine before the deadline?
440,The teacher will examine a complex machine before the deadline.
441,The teacher may have examined a complex machine before the deadline.
442,A complex machine had been examined by the teacher before the deadline.
443,The fact is that the teacher examined a complex machine before the deadline.
444,The manager did not observe the system.
445,Could the manager have observed the system?
446,The manager will observe the system.
447,The manager may have observed the system.
448,The system had been observed by the manager.
449,It is true that the manager observed the system.
450,The manager never observed the system during the experiment.
451,Did the manager observe the system during the experiment?
452,The manager will observe the system during the experiment.
453,The manager might have observed the system during the experiment.
454,The system was observed by the manager during the experiment.
455,It is true that the manager observed the system during the experiment.
456,The teacher did not find a black cat.
457,Could the teacher have found a black cat?
458,The teacher is going to find a black cat.
459,The teacher might have found a black cat.
460,A black cat was found by the teacher.
461,The fact is that the teacher found a black cat.
462,The teacher never found a black cat after the interview.
463,Did the teacher find a black cat after the interview?
464,The teacher will find a black cat after the interview.
465,The teacher might have found a black cat after the interview.
466,A black cat had been found by the teacher after the interview.
467,It is true that the teacher found a black cat after the interview.
468,The artist never solved the rule.
469,Could the artist have solved the rule?
470,The artist will solve the rule.
471,The artist might have solved the rule.
472,The rule had been solved by the artist.
473,The fact is that the artist solved the rule.
474,The artist never solved the rule during the meeting.
475,Did the artist solve the rule during the meeting?
476,The artist will solve the rule during the meeting.
477,The artist may have solved the rule during the meeting.
478,The rule had been solved by the artist during the meeting.
479,It is true that the artist solved the rule during the meeting.
480,The programmer did not help the decision.
481,Could the programmer have helped the decision?
482,The programmer is going to help the decision.
483,The programmer might have helped the decision.
484,The decision was helped by the programmer.
485,It is true that the programmer helped the decision.
486,The programmer never helped the decision during the experiment.
487,Did the programmer help the decision during the experiment?
488,The programmer is going to help the decision during the experiment.
489,The programmer may have helped the decision during the experiment.
490,The decision had been helped by the programmer during the experiment.
491,It is true that the programmer helped the decision during the experiment.
492,The teacher never tested a beautiful painting.
493,Could the teacher have tested a beautiful painting?
494,The teacher will test a beautiful painting.
495,The teacher might have tested a beautiful painting.
496,A beautiful painting had been tested by the teacher.
497,The fact is that the teacher tested a beautiful painting.
498,The teacher never tested a beautiful painting during the experiment.
499,Could the teacher have tested a beautiful painting during the experiment?
500,The teacher is going to test a beautiful painting during the experiment.
501,The teacher might have tested a beautiful painting during the experiment.
502,A beautiful painting had been tested by the teacher during the experiment.
503,It is true that the teacher tested a beautiful painting during the experiment.
504,The manager did not improve a short story.
505,Did the manager improve a short story?
506,The manager is going to improve a short story.
507,The manager may have improved a short story.
508,A short story was improved by the manager.
509,The fact is that the manager improved a short story.
510,The manager never improved a short story before the deadline.
511,Could the manager have improved a short story before the deadline?
512,The manager is going to improve a short story before the deadline.
513,The manager may have improved a short story before the deadline.
514,A short story had been improved by the manager before the deadline.
515,The fact is that the manager improved a short story before the deadline.
516,The artist never created a short story.
517,Could the artist have created a short story?
518,The artist will create a short story.
519,The artist may have created a short story.
520,A short story was created by the artist.
521,The fact is that the artist created a short story.
522,The artist never created a short story during the meeting.
523,Could the artist have created a short story during the meeting?
524,The artist will create a short story during the meeting.
525,The artist may have created a short story during the meeting.
526,A short story was created by the artist during the meeting.
527,The fact is that the artist created a short story during the meeting.
528,The student did not create the decision.
529,Did the student create the decision?
530,The student is going to create the decision.
531,The student might have created the decision.
532,The decision had been created by the student.
533,The fact is that the student created the decision.
534,The student did not create the decision after the interview.
535,Could the student have created the decision after the interview?
536,The student will create the decision after the interview.
537,The student might have created the decision after the interview.
538,The decision had been created by the student after the interview.
539,The fact is that the student created the decision after the interview.
540,The scientist never prepared a complex machine.
541,Did the scientist prepare a complex machine?
542,The scientist is going to prepare a complex machine.
543,The scientist may have prepared a complex machine.
544,A complex machine had been prepared by the scientist.
545,The fact is that the scientist prepared a complex machine.
546,The scientist did not prepare a complex machine during the meeting.
547,Did the scientist prepare a complex machine during the meeting?
548,The scientist is going to prepare a complex machine during the meeting.
549,The scientist may have prepared a complex machine during the meeting.
550,A complex machine had been prepared by the scientist during the meeting.
551,It is true that the scientist prepared a complex machine during the meeting.
552,The child did not defend the problem.
553,Did the child defend the problem?
554,The child is going to defend the problem.
555,The child may have defended the problem.
556,The problem was defended by the child.
557,The fact is that the child defended the problem.
558,The child never defended the problem after the discussion.
559,Could the child have defended the problem after the discussion?
560,The child will defend the problem after the discussion.
561,The child may have defended the problem after the discussion.
562,The problem was defended by the child after the discussion.
563,The fact is that the child defended the problem after the discussion.
564,The programmer did not prepare a black cat.
565,Could the programmer have prepared a black cat?
566,The programmer will prepare a black cat.
567,The programmer might have prepared a black cat.
568,A black cat was prepared by the programmer.
569,The fact is that the programmer prepared a black cat.
570,The programmer did not prepare a black cat after the discussion.
571,Did the programmer prepare a black cat after the discussion?
572,The programmer is going to prepare a black cat after the discussion.
573,The programmer may have prepared a black cat after the discussion.
574,A black cat was prepared by the programmer after the discussion.
575,The fact is that the programmer prepared a black cat after the discussion.
576,The child did not design a black cat.
577,Did the child design a black cat?
578,The child will design a black cat.
579,The child might have designed a black cat.
580,A black cat was designed by the child.
581,It is true that the child designed a black cat.
582,The child never designed a black cat during the meeting.
583,Could the child have designed a black cat during the meeting?
584,The child will design a black cat during the meeting.
585,The child may have designed a black cat during the meeting.
586,A black cat was designed by the child during the meeting.
587,It is true that the child designed a black cat during the meeting.
588,The engineer never defended a new principle.
589,Did the engineer defend a new principle?
590,The engineer will defend a new principle.
591,The engineer may have defended a new principle.
592,A new principle was defended by the engineer.
593,The fact is that the engineer defended a new principle.
594,The engineer never defended a new principle before the deadline.
595,Did the engineer defend a new principle before the deadline?
596,The engineer will defend a new principle before the deadline.
597,The engineer might have defended a new principle before the deadline.
598,A new principle was defended by the engineer before the deadline.
599,It is true that the engineer defended a new principle before the deadline.
600,The scientist never defended a beautiful painting.
601,Did the scientist defend a beautiful painting?
602,The scientist is going to defend a beautiful painting.
603,The scientist may have defended a beautiful painting.
604,A beautiful painting had been defended by the scientist.
605,It is true that the scientist defended a beautiful painting.
606,The scientist did not defend a beautiful painting before the deadline.
607,Did the scientist defend a beautiful painting before the deadline?
608,The scientist is going to defend a beautiful painting before the deadline.
609,The scientist might have defended a beautiful painting before the deadline.
610,A beautiful painting was defended by the scientist before the deadline.
611,The fact is that the scientist defended a beautiful painting before the deadline.
612,The engineer did not analyze the rule.
613,Could the engineer have analyzed the rule?
614,The engineer will analyze the rule.
615,The engineer might have analyzed the rule.
616,The rule was analyzed by the engineer.
617,The fact is that the engineer analyzed the rule.
618,The engineer never analyzed the rule after the discussion.
619,Could the engineer have analyzed the rule after the discussion?
620,The engineer is going to analyze the rule after the discussion.
621,The engineer may have analyzed the rule after the discussion.
622,The rule had been analyzed by the engineer after the discussion.
623,The fact is that the engineer analyzed the rule after the discussion.
624,The manager never prepared the rule.
625,Could the manager have prepared the rule?
626,The manager is going to prepare the rule.
627,The manager may have prepared the rule.
628,The rule had been prepared by the manager.
629,The fact is that the manager prepared the rule.
630,The manager never prepared the rule before the presentation.
631,Could the manager have prepared the rule before the presentation?
632,The manager will prepare the rule before the presentation.
633,The manager may have prepared the rule before the presentation.
634,The rule had been prepared by the manager before the presentation.
635,It is true that the manager prepared the rule before the presentation.
636,The doctor never helped the problem.
637,Could the doctor have helped the problem?
638,The doctor is going to help the problem.
639,The doctor may have helped the problem.
640,The problem was helped by the doctor.
641,It is true that the doctor helped the problem.
642,The doctor never helped the problem before the deadline.
643,Could the doctor have helped the problem before the deadline?
644,The doctor will help the problem before the deadline.
645,The doctor might have helped the problem before the deadline.
646,The problem had been helped by the doctor before the deadline.
647,It is true that the doctor helped the problem before the deadline.
648,The student did not build a black cat.
649,Did the student build a black cat?
650,The student will build a black cat.
651,The student may have built a black cat.
652,A black cat had been built by the student.
653,The fact is that the student built a black cat.
654,The student never built a black cat after the interview.
655,Could the student have built a black cat after the interview?
656,The student will build a black cat after the interview.
657,The student might have built a black cat after the interview.
658,A black cat was built by the student after the interview.
659,It is true that the student built a black cat after the interview.
660,The programmer never approved the system.
661,Did the programmer approve the system?
662,The programmer will approve the system.
663,The programmer might have approved the system.
664,The system was approved by the programmer.
665,It is true that the programmer approved the system.
666,The programmer did not approve the system in the laboratory.
667,Could the programmer have approved the system in the laboratory?
668,The programmer is going to approve the system in the laboratory.
669,The programmer might have approved the system in the laboratory.
670,The system had been approved by the programmer in the laboratory.
671,It is true that the programmer approved the system in the laboratory.
672,The student never explained a short story.
673,Could the student have explained a short story?
674,The student is going to explain a short story.
675,The student might have explained a short story.
676,A short story was explained by the student.
677,The fact is that the student explained a short story.
678,The student never explained a short story after the interview.
679,Could the student have explained a short story after the interview?
680,The student is going to explain a short story after the interview.
681,The student might have explained a short story after the interview.
682,A short story had been explained by the student after the interview.
683,The fact is that the student explained a short story after the interview.
684,The writer never approved the rule.
685,Could the writer have approved the rule?
686,The writer will approve the rule.
687,The writer might have approved the rule.
688,The rule was approved by the writer.
689,The fact is that the writer approved the rule.
690,The writer never approved the rule after the interview.
691,Did the writer approve the rule after the interview?
692,The writer is going to approve the rule after the interview.
693,The writer might have approved the rule after the interview.
694,The rule was approved by the writer after the interview.
695,It is true that the writer approved the rule after the interview.
696,The programmer did not test the decision.
697,Could the programmer have tested the decision?
698,The programmer is going to test the decision.
699,The programmer might have tested the decision.
700,The decision was tested by the programmer.
701,The fact is that the programmer tested the decision.
702,The programmer never tested the decision in the laboratory.
703,Could the programmer have tested the decision in the laboratory?
704,The programmer is going to test the decision in the laboratory.
705,The programmer may have tested the decision in the laboratory.
706,The decision was tested by the programmer in the laboratory.
707,The fact is that the programmer tested the decision in the laboratory.
708,The doctor never reported the decision.
709,Did the doctor report the decision?
710,The doctor will report the decision.
711,The doctor may have reported the decision.
712,The decision was reported by the doctor.
713,The fact is that the doctor reported the decision.
714,The doctor never reported the decision during the meeting.
715,Could the doctor have reported the decision during the meeting?
716,The doctor will report the decision during the meeting.
717,The doctor might have reported the decision during the meeting.
718,The decision had been reported by the doctor during the meeting.
719,It is true that the doctor reported the decision during the meeting.
720,The programmer never wrote the system.
721,Could the programmer have wrote the system?
722,The programmer will write the system.
723,The programmer may have wrote the system.
724,The system was wrote by the programmer.
725,The fact is that the programmer wrote the system.
726,The programmer never wrote the system before the deadline.
727,Could the programmer have wrote the system before the deadline?
728,The programmer is going to write the system before the deadline.
729,The programmer might have wrote the system before the deadline.
730,The system was wrote by the programmer before the deadline.
731,The fact is that the programmer wrote the system before the deadline.
732,The student did not observe the system.
733,Did the student observe the system?
734,The student is going to observe the system.
735,The student might have observed the system.
736,The system was observed by the student.
737,It is true that the student observed the system.
738,The student never observed the system in the laboratory.
739,Did the student observe the system in the laboratory?
740,The student will observe the system in the laboratory.
741,The student might have observed the system in the laboratory.
742,The system was observed by the student in the laboratory.
743,The fact is that the student observed the system in the laboratory.
744,The scientist never studied a new principle.
745,Could the scientist have studied a new principle?
746,The scientist will study a new principle.
747,The scientist may have studied a new principle.
748,A new principle was studied by the scientist.
749,The fact is that the scientist studied a new principle.
750,The scientist never studied a new principle before the presentation.
751,Could the scientist have studied a new principle before the presentation?
752,The scientist will study a new principle before the presentation.
753,The scientist may have studied a new principle before the presentation.
754,A new principle had been studied by the scientist before the presentation.
755,The fact is that the scientist studied a new principle before the presentation.
756,The manager did not report a complex machine.
757,Could the manager have reported a complex machine?
758,The manager is going to report a complex machine.
759,The manager might have reported a complex machine.
760,A complex machine was reported by the manager.
761,The fact is that the manager reported a complex machine.
762,The manager never reported a complex machine after the interview.
763,Did the manager report a complex machine after the interview?
764,The manager will report a complex machine after the interview.
765,The manager may have reported a complex machine after the interview.
766,A complex machine had been reported by the manager after the interview.
767,The fact is that the manager reported a complex machine after the interview.
768,The scientist never designed the decision.
769,Could the scientist have designed the decision?
770,The scientist will design the decision.
771,The scientist may have designed the decision.
772,The decision had been designed by the scientist.
773,It is true that the scientist designed the decision.
774,The scientist never designed the decision in the laboratory.
775,Did the scientist design the decision in the laboratory?
776,The scientist is going to design the decision in the laboratory.
777,The scientist might have designed the decision in the laboratory.
778,The decision had been designed by the scientist in the laboratory.
779,The fact is that the scientist designed the decision in the laboratory.
780,The child did not help the system.
781,Did the child help the system?
782,The child will help the system.
783,The child may have helped the system.
784,The system was helped by the child.
785,It is true that the child helped the system.
786,The child never helped the system before the deadline.
787,Did the child help the system before the deadline?
788,The child will help the system before the deadline.
