template_id,source,pair,label,ab_text,ba_text
4,The knight approved the treatment.,Q_M_equivalent,equivalent,Could the knight allegedly approve the treatment?,"Allegedly, could the knight approve the treatment?"
4,The knight approved the treatment.,Q_T_equivalent,equivalent,Will the knight approve the treatment tomorrow?,Could the knight approve the treatment tomorrow?
4,The knight approved the treatment.,N_Q_nonequivalent,non_equivalent,Could the knight fail to approve the treatment?,Is it false that the knight approved the treatment?
4,The knight approved the treatment.,N_T_nonequivalent,non_equivalent,The knight will fail to approve the treatment tomorrow.,The knight failed to have approved the treatment earlier.
4,The knight approved the treatment.,M_T_nonequivalent,non_equivalent,The knight will allegedly approve the treatment tomorrow.,The knight was allegedly going to approve the treatment.
4,The knight approved the treatment.,Q_M_nonequivalent,non_equivalent,Could the knight allegedly approve the treatment?,Is it alleged that the knight approved the treatment?
5,The analyst verified the report.,N_M_equivalent,equivalent,The analyst allegedly failed to verify the report.,"Allegedly, the analyst failed to verify the report."
5,The analyst verified the report.,M_T_equivalent,equivalent,The analyst will allegedly verify the report tomorrow.,"Allegedly, the analyst will verify the report tomorrow."
5,The analyst verified the report.,Q_M_equivalent,equivalent,Could the analyst allegedly verify the report?,"Allegedly, could the analyst verify the report?"
5,The analyst verified the report.,Q_T_equivalent,equivalent,Will the analyst verify the report tomorrow?,Could the analyst verify the report tomorrow?
5,The analyst verified the report.,N_Q_nonequivalent,non_equivalent,Could the analyst fail to verify the report?,Is it false that the analyst verified the report?
5,The analyst verified the report.,N_T_nonequivalent,non_equivalent,The analyst will fail to verify the report tomorrow.,The analyst failed to have verified the report earlier.
5,The analyst verified the report.,M_T_nonequivalent,non_equivalent,The analyst will allegedly verify the report tomorrow.,The analyst was allegedly going to verify the report.
5,The analyst verified the report.,Q_M_nonequivalent,non_equivalent,Could the analyst allegedly verify the report?,Is it alleged that the analyst verified the report?
6,The queen opened the portal.,N_M_equivalent,equivalent,The queen allegedly failed to open the portal.,"Allegedly, the queen failed to open the portal."
6,The queen opened the portal.,M_T_equivalent,equivalent,The queen will allegedly open the portal tomorrow.,"Allegedly, the queen will open the portal tomorrow."
6,The queen opened the portal.,Q_M_equivalent,equivalent,Could the queen allegedly open the portal?,"Allegedly, could the queen open the portal?"
6,The queen opened the portal.,Q_T_equivalent,equivalent,Will the queen open the portal tomorrow?,Could the queen open the portal tomorrow?
6,The queen opened the portal.,N_Q_nonequivalent,non_equivalent,Could the queen fail to open the portal?,Is it false that the queen opened the portal?
6,The queen opened the portal.,N_T_nonequivalent,non_equivalent,The queen will fail to open the portal tomorrow.,The queen failed to have opened the portal earlier.
6,The queen opened the portal.,M_T_nonequivalent,non_equivalent,The queen will allegedly open the portal tomorrow.,The queen was allegedly going to open the portal.
6,The queen opened the portal.,Q_M_nonequivalent,non_equivalent,Could the queen allegedly open the portal?,Is it alleged that the queen opened the portal?
7,The alien confirmed the answer.,N_M_equivalent,equivalent,The alien allegedly failed to confirm the answer.,"Allegedly, the alien failed to confirm the answer."
7,The alien confirmed the answer.,M_T_equivalent,equivalent,The alien will allegedly confirm the answer tomorrow.,"Allegedly, the alien will confirm the answer tomorrow."
7,The alien confirmed the answer.,Q_M_equivalent,equivalent,Could the alien allegedly confirm the answer?,"Allegedly, could the alien confirm the answer?"
7,The alien confirmed the answer.,Q_T_equivalent,equivalent,Will the alien confirm the answer tomorrow?,Could the alien confirm the answer tomorrow?
7,The alien confirmed the answer.,N_Q_nonequivalent,non_equivalent,Could the alien fail to confirm the answer?,Is it false that the alien confirmed the answer?
7,The alien confirmed the answer.,N_T_nonequivalent,non_equivalent,The alien will fail to confirm the answer tomorrow.,The alien failed to have confirmed the answer earlier.
7,The alien confirmed the answer.,M_T_nonequivalent,non_equivalent,The alien will allegedly confirm the answer tomorrow.,The alien was allegedly going to confirm the answer.
7,The alien confirmed the answer.,Q_M_nonequivalent,non_equivalent,Could the alien allegedly confirm the answer?,Is it alleged that the alien confirmed the answer?
8,The oracle opened the portal.,N_M_equivalent,equivalent,The oracle allegedly failed to open the portal.,"Allegedly, the oracle failed to open the portal."
8,The oracle opened the portal.,M_T_equivalent,equivalent,The oracle will allegedly open the portal tomorrow.,"Allegedly, the oracle will open the portal tomorrow."
8,The oracle opened the portal.,Q_M_equivalent,equivalent,Could the oracle allegedly open the portal?,"Allegedly, could the oracle open the portal?"
8,The oracle opened the portal.,Q_T_equivalent,equivalent,Will the oracle open the portal tomorrow?,Could the oracle open the portal tomorrow?
8,The oracle opened the portal.,N_Q_nonequivalent,non_equivalent,Could the oracle fail to open the portal?,Is it false that the oracle opened the portal?
8,The oracle opened the portal.,N_T_nonequivalent,non_equivalent,The oracle will fail to open the portal tomorrow.,The oracle failed to have opened the portal earlier.
8,The oracle opened the portal.,M_T_nonequivalent,non_equivalent,The oracle will allegedly open the portal tomorrow.,The oracle was allegedly going to open the portal.
8,The oracle opened the portal.,Q_M_nonequivalent,non_equivalent,Could the oracle allegedly open the portal?,Is it alleged that the oracle opened the portal?
9,The programmer verified the report.,N_M_equivalent,equivalent,The programmer allegedly failed to verify the report.,"Allegedly, the programmer failed to verify the report."
9,The programmer verified the report.,M_T_equivalent,equivalent,The programmer will allegedly verify the report tomorrow.,"Allegedly, the programmer will verify the report tomorrow."
9,The programmer verified the report.,Q_M_equivalent,equivalent,Could the programmer allegedly verify the report?,"Allegedly, could the programmer verify the report?"
9,The programmer verified the report.,Q_T_equivalent,equivalent,Will the programmer verify the report tomorrow?,Could the programmer verify the report tomorrow?
9,The programmer verified the report.,N_Q_nonequivalent,non_equivalent,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?
9,The programmer verified the report.,N_T_nonequivalent,non_equivalent,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.
9,The programmer verified the report.,M_T_nonequivalent,non_equivalent,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.
9,The programmer verified the report.,Q_M_nonequivalent,non_equivalent,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?
10,The dragon verified the report.,N_M_equivalent,equivalent,The dragon allegedly failed to verify the report.,"Allegedly, the dragon failed to verify the report."
10,The dragon verified the report.,M_T_equivalent,equivalent,The dragon will allegedly verify the report tomorrow.,"Allegedly, the dragon will verify the report tomorrow."
10,The dragon verified the report.,Q_M_equivalent,equivalent,Could the dragon allegedly verify the report?,"Allegedly, could the dragon verify the report?"
10,The dragon verified the report.,Q_T_equivalent,equivalent,Will the dragon verify the report tomorrow?,Could the dragon verify the report tomorrow?
10,The dragon verified the report.,N_Q_nonequivalent,non_equivalent,Could the dragon fail to verify the report?,Is it false that the dragon verified the report?
10,The dragon verified the report.,N_T_nonequivalent,non_equivalent,The dragon will fail to verify the report tomorrow.,The dragon failed to have verified the report earlier.
10,The dragon verified the report.,M_T_nonequivalent,non_equivalent,The dragon will allegedly verify the report tomorrow.,The dragon was allegedly going to verify the report.
10,The dragon verified the report.,Q_M_nonequivalent,non_equivalent,Could the dragon allegedly verify the report?,Is it alleged that the dragon verified the report?
11,The dragon opened the portal.,N_M_equivalent,equivalent,The dragon allegedly failed to open the portal.,"Allegedly, the dragon failed to open the portal."
11,The dragon opened the portal.,M_T_equivalent,equivalent,The dragon will allegedly open the portal tomorrow.,"Allegedly, the dragon will open the portal tomorrow."
11,The dragon opened the portal.,Q_M_equivalent,equivalent,Could the dragon allegedly open the portal?,"Allegedly, could the dragon open the portal?"
11,The dragon opened the portal.,Q_T_equivalent,equivalent,Will the dragon open the portal tomorrow?,Could the dragon open the portal tomorrow?
11,The dragon opened the portal.,N_Q_nonequivalent,non_equivalent,Could the dragon fail to open the portal?,Is it false that the dragon opened the portal?
11,The dragon opened the portal.,N_T_nonequivalent,non_equivalent,The dragon will fail to open the portal tomorrow.,The dragon failed to have opened the portal earlier.
11,The dragon opened the portal.,M_T_nonequivalent,non_equivalent,The dragon will allegedly open the portal tomorrow.,The dragon was allegedly going to open the portal.
11,The dragon opened the portal.,Q_M_nonequivalent,non_equivalent,Could the dragon allegedly open the portal?,Is it alleged that the dragon opened the portal?
12,The researcher fixed the bug.,N_M_equivalent,equivalent,The researcher allegedly failed to fix the bug.,"Allegedly, the researcher failed to fix the bug."
12,The researcher fixed the bug.,M_T_equivalent,equivalent,The researcher will allegedly fix the bug tomorrow.,"Allegedly, the researcher will fix the bug tomorrow."
12,The researcher fixed the bug.,Q_M_equivalent,equivalent,Could the researcher allegedly fix the bug?,"Allegedly, could the researcher fix the bug?"
12,The researcher fixed the bug.,Q_T_equivalent,equivalent,Will the researcher fix the bug tomorrow?,Could the researcher fix the bug tomorrow?
12,The researcher fixed the bug.,N_Q_nonequivalent,non_equivalent,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?
12,The researcher fixed the bug.,N_T_nonequivalent,non_equivalent,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.
12,The researcher fixed the bug.,M_T_nonequivalent,non_equivalent,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.
12,The researcher fixed the bug.,Q_M_nonequivalent,non_equivalent,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?
13,The teacher supported the theory.,N_M_equivalent,equivalent,The teacher allegedly failed to support the theory.,"Allegedly, the teacher failed to support the theory."
13,The teacher supported the theory.,M_T_equivalent,equivalent,The teacher will allegedly support the theory tomorrow.,"Allegedly, the teacher will support the theory tomorrow."
13,The teacher supported the theory.,Q_M_equivalent,equivalent,Could the teacher allegedly support the theory?,"Allegedly, could the teacher support the theory?"
13,The teacher supported the theory.,Q_T_equivalent,equivalent,Will the teacher support the theory tomorrow?,Could the teacher support the theory tomorrow?
13,The teacher supported the theory.,N_Q_nonequivalent,non_equivalent,Could the teacher fail to support the theory?,Is it false that the teacher supported the theory?
13,The teacher supported the theory.,N_T_nonequivalent,non_equivalent,The teacher will fail to support the theory tomorrow.,The teacher failed to have supported the theory earlier.
13,The teacher supported the theory.,M_T_nonequivalent,non_equivalent,The teacher will allegedly support the theory tomorrow.,The teacher was allegedly going to support the theory.
13,The teacher supported the theory.,Q_M_nonequivalent,non_equivalent,Could the teacher allegedly support the theory?,Is it alleged that the teacher supported the theory?
14,The oracle completed the repair.,N_M_equivalent,equivalent,The oracle allegedly failed to complete the repair.,"Allegedly, the oracle failed to complete the repair."
14,The oracle completed the repair.,M_T_equivalent,equivalent,The oracle will allegedly complete the repair tomorrow.,"Allegedly, the oracle will complete the repair tomorrow."
14,The oracle completed the repair.,Q_M_equivalent,equivalent,Could the oracle allegedly complete the repair?,"Allegedly, could the oracle complete the repair?"
14,The oracle completed the repair.,Q_T_equivalent,equivalent,Will the oracle complete the repair tomorrow?,Could the oracle complete the repair tomorrow?
14,The oracle completed the repair.,N_Q_nonequivalent,non_equivalent,Could the oracle fail to complete the repair?,Is it false that the oracle completed the repair?
14,The oracle completed the repair.,N_T_nonequivalent,non_equivalent,The oracle will fail to complete the repair tomorrow.,The oracle failed to have completed the repair earlier.
14,The oracle completed the repair.,M_T_nonequivalent,non_equivalent,The oracle will allegedly complete the repair tomorrow.,The oracle was allegedly going to complete the repair.
14,The oracle completed the repair.,Q_M_nonequivalent,non_equivalent,Could the oracle allegedly complete the repair?,Is it alleged that the oracle completed the repair?
15,The scientist guarded the treasure.,N_M_equivalent,equivalent,The scientist allegedly failed to guard the treasure.,"Allegedly, the scientist failed to guard the treasure."
15,The scientist guarded the treasure.,M_T_equivalent,equivalent,The scientist will allegedly guard the treasure tomorrow.,"Allegedly, the scientist will guard the treasure tomorrow."
15,The scientist guarded the treasure.,Q_M_equivalent,equivalent,Could the scientist allegedly guard the treasure?,"Allegedly, could the scientist guard the treasure?"
15,The scientist guarded the treasure.,Q_T_equivalent,equivalent,Will the scientist guard the treasure tomorrow?,Could the scientist guard the treasure tomorrow?
15,The scientist guarded the treasure.,N_Q_nonequivalent,non_equivalent,Could the scientist fail to guard the treasure?,Is it false that the scientist guarded the treasure?
15,The scientist guarded the treasure.,N_T_nonequivalent,non_equivalent,The scientist will fail to guard the treasure tomorrow.,The scientist failed to have guarded the treasure earlier.
15,The scientist guarded the treasure.,M_T_nonequivalent,non_equivalent,The scientist will allegedly guard the treasure tomorrow.,The scientist was allegedly going to guard the treasure.
15,The scientist guarded the treasure.,Q_M_nonequivalent,non_equivalent,Could the scientist allegedly guard the treasure?,Is it alleged that the scientist guarded the treasure?
16,The scientist signed the treaty.,N_M_equivalent,equivalent,The scientist allegedly failed to sign the treaty.,"Allegedly, the scientist failed to sign the treaty."
16,The scientist signed the treaty.,M_T_equivalent,equivalent,The scientist will allegedly sign the treaty tomorrow.,"Allegedly, the scientist will sign the treaty tomorrow."
16,The scientist signed the treaty.,Q_M_equivalent,equivalent,Could the scientist allegedly sign the treaty?,"Allegedly, could the scientist sign the treaty?"
16,The scientist signed the treaty.,Q_T_equivalent,equivalent,Will the scientist sign the treaty tomorrow?,Could the scientist sign the treaty tomorrow?
16,The scientist signed the treaty.,N_Q_nonequivalent,non_equivalent,Could the scientist fail to sign the treaty?,Is it false that the scientist signed the treaty?
16,The scientist signed the treaty.,N_T_nonequivalent,non_equivalent,The scientist will fail to sign the treaty tomorrow.,The scientist failed to have signed the treaty earlier.
16,The scientist signed the treaty.,M_T_nonequivalent,non_equivalent,The scientist will allegedly sign the treaty tomorrow.,The scientist was allegedly going to sign the treaty.
16,The scientist signed the treaty.,Q_M_nonequivalent,non_equivalent,Could the scientist allegedly sign the treaty?,Is it alleged that the scientist signed the treaty?
17,The alien guarded the treasure.,N_M_equivalent,equivalent,The alien allegedly failed to guard the treasure.,"Allegedly, the alien failed to guard the treasure."
17,The alien guarded the treasure.,M_T_equivalent,equivalent,The alien will allegedly guard the treasure tomorrow.,"Allegedly, the alien will guard the treasure tomorrow."
17,The alien guarded the treasure.,Q_M_equivalent,equivalent,Could the alien allegedly guard the treasure?,"Allegedly, could the alien guard the treasure?"
17,The alien guarded the treasure.,Q_T_equivalent,equivalent,Will the alien guard the treasure tomorrow?,Could the alien guard the treasure tomorrow?
17,The alien guarded the treasure.,N_Q_nonequivalent,non_equivalent,Could the alien fail to guard the treasure?,Is it false that the alien guarded the treasure?
17,The alien guarded the treasure.,N_T_nonequivalent,non_equivalent,The alien will fail to guard the treasure tomorrow.,The alien failed to have guarded the treasure earlier.
17,The alien guarded the treasure.,M_T_nonequivalent,non_equivalent,The alien will allegedly guard the treasure tomorrow.,The alien was allegedly going to guard the treasure.
17,The alien guarded the treasure.,Q_M_nonequivalent,non_equivalent,Could the alien allegedly guard the treasure?,Is it alleged that the alien guarded the treasure?
18,The pirate signed the treaty.,N_M_equivalent,equivalent,The pirate allegedly failed to sign the treaty.,"Allegedly, the pirate failed to sign the treaty."
18,The pirate signed the treaty.,M_T_equivalent,equivalent,The pirate will allegedly sign the treaty tomorrow.,"Allegedly, the pirate will sign the treaty tomorrow."
18,The pirate signed the treaty.,Q_M_equivalent,equivalent,Could the pirate allegedly sign the treaty?,"Allegedly, could the pirate sign the treaty?"
18,The pirate signed the treaty.,Q_T_equivalent,equivalent,Will the pirate sign the treaty tomorrow?,Could the pirate sign the treaty tomorrow?
18,The pirate signed the treaty.,N_Q_nonequivalent,non_equivalent,Could the pirate fail to sign the treaty?,Is it false that the pirate signed the treaty?
18,The pirate signed the treaty.,N_T_nonequivalent,non_equivalent,The pirate will fail to sign the treaty tomorrow.,The pirate failed to have signed the treaty earlier.
18,The pirate signed the treaty.,M_T_nonequivalent,non_equivalent,The pirate will allegedly sign the treaty tomorrow.,The pirate was allegedly going to sign the treaty.
18,The pirate signed the treaty.,Q_M_nonequivalent,non_equivalent,Could the pirate allegedly sign the treaty?,Is it alleged that the pirate signed the treaty?
19,The queen guarded the treasure.,N_M_equivalent,equivalent,The queen allegedly failed to guard the treasure.,"Allegedly, the queen failed to guard the treasure."
19,The queen guarded the treasure.,M_T_equivalent,equivalent,The queen will allegedly guard the treasure tomorrow.,"Allegedly, the queen will guard the treasure tomorrow."
19,The queen guarded the treasure.,Q_M_equivalent,equivalent,Could the queen allegedly guard the treasure?,"Allegedly, could the queen guard the treasure?"
19,The queen guarded the treasure.,Q_T_equivalent,equivalent,Will the queen guard the treasure tomorrow?,Could the queen guard the treasure tomorrow?
19,The queen guarded the treasure.,N_Q_nonequivalent,non_equivalent,Could the queen fail to guard the treasure?,Is it false that the queen guarded the treasure?
19,The queen guarded the treasure.,N_T_nonequivalent,non_equivalent,The queen will fail to guard the treasure tomorrow.,The queen failed to have guarded the treasure earlier.
19,The queen guarded the treasure.,M_T_nonequivalent,non_equivalent,The queen will allegedly guard the treasure tomorrow.,The queen was allegedly going to guard the treasure.
19,The queen guarded the treasure.,Q_M_nonequivalent,non_equivalent,Could the queen allegedly guard the treasure?,Is it alleged that the queen guarded the treasure?
20,The pirate supported the theory.,N_M_equivalent,equivalent,The pirate allegedly failed to support the theory.,"Allegedly, the pirate failed to support the theory."
20,The pirate supported the theory.,M_T_equivalent,equivalent,The pirate will allegedly support the theory tomorrow.,"Allegedly, the pirate will support the theory tomorrow."
20,The pirate supported the theory.,Q_M_equivalent,equivalent,Could the pirate allegedly support the theory?,"Allegedly, could the pirate support the theory?"
20,The pirate supported the theory.,Q_T_equivalent,equivalent,Will the pirate support the theory tomorrow?,Could the pirate support the theory tomorrow?
20,The pirate supported the theory.,N_Q_nonequivalent,non_equivalent,Could the pirate fail to support the theory?,Is it false that the pirate supported the theory?
20,The pirate supported the theory.,N_T_nonequivalent,non_equivalent,The pirate will fail to support the theory tomorrow.,The pirate failed to have supported the theory earlier.
20,The pirate supported the theory.,M_T_nonequivalent,non_equivalent,The pirate will allegedly support the theory tomorrow.,The pirate was allegedly going to support the theory.
20,The pirate supported the theory.,Q_M_nonequivalent,non_equivalent,Could the pirate allegedly support the theory?,Is it alleged that the pirate supported the theory?
21,The scientist approved the treatment.,N_M_equivalent,equivalent,The scientist allegedly failed to approve the treatment.,"Allegedly, the scientist failed to approve the treatment."
21,The scientist approved the treatment.,M_T_equivalent,equivalent,The scientist will allegedly approve the treatment tomorrow.,"Allegedly, the scientist will approve the treatment tomorrow."
21,The scientist approved the treatment.,Q_M_equivalent,equivalent,Could the scientist allegedly approve the treatment?,"Allegedly, could the scientist approve the treatment?"
21,The scientist approved the treatment.,Q_T_equivalent,equivalent,Will the scientist approve the treatment tomorrow?,Could the scientist approve the treatment tomorrow?
21,The scientist approved the treatment.,N_Q_nonequivalent,non_equivalent,Could the scientist fail to approve the treatment?,Is it false that the scientist approved the treatment?
21,The scientist approved the treatment.,N_T_nonequivalent,non_equivalent,The scientist will fail to approve the treatment tomorrow.,The scientist failed to have approved the treatment earlier.
21,The scientist approved the treatment.,M_T_nonequivalent,non_equivalent,The scientist will allegedly approve the treatment tomorrow.,The scientist was allegedly going to approve the treatment.
21,The scientist approved the treatment.,Q_M_nonequivalent,non_equivalent,Could the scientist allegedly approve the treatment?,Is it alleged that the scientist approved the treatment?
22,The researcher accepted the explanation.,N_M_equivalent,equivalent,The researcher allegedly failed to accept the explanation.,"Allegedly, the researcher failed to accept the explanation."
22,The researcher accepted the explanation.,M_T_equivalent,equivalent,The researcher will allegedly accept the explanation tomorrow.,"Allegedly, the researcher will accept the explanation tomorrow."
22,The researcher accepted the explanation.,Q_M_equivalent,equivalent,Could the researcher allegedly accept the explanation?,"Allegedly, could the researcher accept the explanation?"
22,The researcher accepted the explanation.,Q_T_equivalent,equivalent,Will the researcher accept the explanation tomorrow?,Could the researcher accept the explanation tomorrow?
22,The researcher accepted the explanation.,N_Q_nonequivalent,non_equivalent,Could the researcher fail to accept the explanation?,Is it false that the researcher accepted the explanation?
22,The researcher accepted the explanation.,N_T_nonequivalent,non_equivalent,The researcher will fail to accept the explanation tomorrow.,The researcher failed to have accepted the explanation earlier.
22,The researcher accepted the explanation.,M_T_nonequivalent,non_equivalent,The researcher will allegedly accept the explanation tomorrow.,The researcher was allegedly going to accept the explanation.
22,The researcher accepted the explanation.,Q_M_nonequivalent,non_equivalent,Could the researcher allegedly accept the explanation?,Is it alleged that the researcher accepted the explanation?
23,The researcher verified the report.,N_M_equivalent,equivalent,The researcher allegedly failed to verify the report.,"Allegedly, the researcher failed to verify the report."
23,The researcher verified the report.,M_T_equivalent,equivalent,The researcher will allegedly verify the report tomorrow.,"Allegedly, the researcher will verify the report tomorrow."
23,The researcher verified the report.,Q_M_equivalent,equivalent,Could the researcher allegedly verify the report?,"Allegedly, could the researcher verify the report?"
23,The researcher verified the report.,Q_T_equivalent,equivalent,Will the researcher verify the report tomorrow?,Could the researcher verify the report tomorrow?
23,The researcher verified the report.,N_Q_nonequivalent,non_equivalent,Could the researcher fail to verify the report?,Is it false that the researcher verified the report?
23,The researcher verified the report.,N_T_nonequivalent,non_equivalent,The researcher will fail to verify the report tomorrow.,The researcher failed to have verified the report earlier.
23,The researcher verified the report.,M_T_nonequivalent,non_equivalent,The researcher will allegedly verify the report tomorrow.,The researcher was allegedly going to verify the report.
23,The researcher verified the report.,Q_M_nonequivalent,non_equivalent,Could the researcher allegedly verify the report?,Is it alleged that the researcher verified the report?
24,The scientist opened the portal.,N_M_equivalent,equivalent,The scientist allegedly failed to open the portal.,"Allegedly, the scientist failed to open the portal."
24,The scientist opened the portal.,M_T_equivalent,equivalent,The scientist will allegedly open the portal tomorrow.,"Allegedly, the scientist will open the portal tomorrow."
24,The scientist opened the portal.,Q_M_equivalent,equivalent,Could the scientist allegedly open the portal?,"Allegedly, could the scientist open the portal?"
24,The scientist opened the portal.,Q_T_equivalent,equivalent,Will the scientist open the portal tomorrow?,Could the scientist open the portal tomorrow?
24,The scientist opened the portal.,N_Q_nonequivalent,non_equivalent,Could the scientist fail to open the portal?,Is it false that the scientist opened the portal?
24,The scientist opened the portal.,N_T_nonequivalent,non_equivalent,The scientist will fail to open the portal tomorrow.,The scientist failed to have opened the portal earlier.
24,The scientist opened the portal.,M_T_nonequivalent,non_equivalent,The scientist will allegedly open the portal tomorrow.,The scientist was allegedly going to open the portal.
24,The scientist opened the portal.,Q_M_nonequivalent,non_equivalent,Could the scientist allegedly open the portal?,Is it alleged that the scientist opened the portal?
25,The oracle confirmed the answer.,N_M_equivalent,equivalent,The oracle allegedly failed to confirm the answer.,"Allegedly, the oracle failed to confirm the answer."
25,The oracle confirmed the answer.,M_T_equivalent,equivalent,The oracle will allegedly confirm the answer tomorrow.,"Allegedly, the oracle will confirm the answer tomorrow."
25,The oracle confirmed the answer.,Q_M_equivalent,equivalent,Could the oracle allegedly confirm the answer?,"Allegedly, could the oracle confirm the answer?"
25,The oracle confirmed the answer.,Q_T_equivalent,equivalent,Will the oracle confirm the answer tomorrow?,Could the oracle confirm the answer tomorrow?
25,The oracle confirmed the answer.,N_Q_nonequivalent,non_equivalent,Could the oracle fail to confirm the answer?,Is it false that the oracle confirmed the answer?
25,The oracle confirmed the answer.,N_T_nonequivalent,non_equivalent,The oracle will fail to confirm the answer tomorrow.,The oracle failed to have confirmed the answer earlier.
