model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test,mean_target_cosine,mean_mse,cells
intfloat/multilingual-e5-large,100.0,ru,additive,T,0.917980968952179,0.2070858180522918,160.0,,,
intfloat/multilingual-e5-large,100.0,ru,linear,T,0.7799522789162814,0.5095169833321874,160.0,,,
intfloat/multilingual-e5-large,100.0,ru,affine,T,0.7763062715530396,0.5104436874389648,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,additive,N,0.9054449200630188,0.2358202189207077,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,linear,N,0.693005684548514,0.6356462024943357,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,affine,N,0.6670845746994019,0.6848252415657043,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,additive,Q,0.9219027757644652,0.2171222269535064,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,linear,Q,0.7321913765471826,0.6260074224778219,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,affine,Q,0.7185612916946411,0.6546205282211304,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,additive,M,0.9658479690551758,0.0867790281772613,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,linear,M,0.775326240845943,0.5153324309154431,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,affine,M,0.7545048594474792,0.5520788431167603,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,additive,T,0.9681708216667176,0.0830376148223877,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,linear,T,0.762535684201453,0.5391764036094742,160.0,,,
intfloat/multilingual-e5-large,100.0,zh,affine,T,0.7403935790061951,0.5830159187316895,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,additive,N,0.8053255081176758,0.5317130088806152,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,linear,N,0.6554026497629184,0.7566465077161575,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,affine,N,0.5832148790359497,0.8582721948623657,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,additive,Q,0.7986305952072144,0.5024775266647339,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,linear,Q,0.5631105867827602,0.8714316418346698,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,affine,Q,0.518795371055603,0.9536210894584656,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,additive,M,0.9173177480697632,0.2076056003570556,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,linear,M,0.6654856049995148,0.7220651294958035,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,affine,M,0.6075523495674133,0.8186752200126648,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,additive,T,0.8798866271972656,0.3180365562438965,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,linear,T,0.6831278166237316,0.6954144816057809,160.0,,,
intfloat/multilingual-e5-large,100.0,ar,affine,T,0.6311966776847839,0.7801594734191895,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,additive,N,0.9309245944023132,2.6212635040283203,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,linear,N,0.7027040948584473,11.027004340219468,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,affine,N,0.6779348850250244,12.385478019714355,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,additive,Q,0.9538220167160034,1.7006471157073977,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,linear,Q,0.8676173423392226,4.6911618315617405,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,affine,Q,0.852821946144104,5.179974555969238,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,additive,M,0.9741888046264648,0.9755443334579468,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,linear,M,0.8440131142871298,5.509857926682196,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,affine,M,0.8120905160903931,6.644178867340088,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,additive,T,0.9349937438964844,2.3907909393310547,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,linear,T,0.8503047491257938,5.204213500851123,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,en,affine,T,0.8368009328842163,5.729981422424316,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,additive,N,0.9271858930587769,2.0647146701812744,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,linear,N,0.6259227878136069,11.453202471687495,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,affine,N,0.5735551118850708,15.048858642578123,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,additive,Q,0.9737340807914734,0.7551247477531433,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,linear,Q,0.7793451591822913,6.673746442682588,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,affine,Q,0.7029788494110107,8.921106338500977,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,additive,M,0.944194793701172,1.5698961019515991,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,linear,M,0.76536732855261,6.831246032320225,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,affine,M,0.6489722728729248,13.018074035644531,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,additive,T,0.9357321858406068,1.8893883228302,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,linear,T,0.6801617818331428,10.143349401190122,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,es,affine,T,0.6900839805603027,9.78413200378418,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,additive,N,0.9497231245040894,1.773951292037964,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,linear,N,0.5435644634827924,19.69873032889485,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,affine,N,0.38620525598526,35.92009735107422,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,additive,Q,0.976335883140564,0.7960008382797241,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,linear,Q,0.7126240120625889,11.41508297552564,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,affine,Q,0.5721534490585327,17.716445922851562,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,additive,M,0.9629051089286804,1.2388051748275757,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,linear,M,0.6352547401408231,15.359836232239749,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,affine,M,0.3006222248077392,62.93439865112305,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,additive,T,0.9640710949897766,1.2172362804412842,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,linear,T,0.5532804434614387,18.359565152730607,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,fr,affine,T,0.3142597377300262,40.973480224609375,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,additive,N,0.9096649289131165,2.644830703735352,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,linear,N,0.5945519370812633,12.61782019677564,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,affine,N,0.4901318550109863,18.24754524230957,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,additive,Q,0.9533885717391968,1.348398208618164,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,linear,Q,0.7386291545416505,7.818971973662911,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,affine,Q,0.6171880960464478,13.082559585571287,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,additive,M,0.954659342765808,1.3012816905975342,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,linear,M,0.6968827879269754,8.76080965629483,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,affine,M,0.5000342726707458,17.31801986694336,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,additive,T,0.9622403979301452,1.1154484748840332,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,linear,T,0.5639039399305592,15.968672555009402,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,de,affine,T,0.5169495344161987,16.622289657592773,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,additive,N,0.8797541856765747,3.2176527976989746,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,linear,N,0.5499934238516406,16.04041816414985,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,affine,N,0.4234600067138672,19.47136688232422,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,additive,Q,0.9493005871772766,1.32956862449646,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,linear,Q,0.7303743285738202,7.276190834336563,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,affine,Q,0.6222890615463257,10.589147567749023,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,additive,M,0.8828107118606567,3.198439598083496,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,linear,M,0.6607746108563013,10.015679300051712,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,affine,M,0.4994378983974457,15.358271598815918,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,additive,T,0.924813151359558,1.988074541091919,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,linear,T,0.4491981214670703,17.172578239286555,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ru,affine,T,0.5092331767082214,14.175585746765137,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,additive,N,0.9595996141433716,1.6706628799438477,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,linear,N,0.705113529229852,13.105349888979465,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,affine,N,0.7016149759292603,13.469594955444336,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,additive,Q,0.9838617444038392,0.713767409324646,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,linear,Q,0.8013322387855478,8.064062131751886,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,affine,Q,0.7781977653503418,8.866201400756836,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,additive,M,0.978474259376526,0.8604695200920105,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,linear,M,0.7676183155052188,10.4424987877061,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,affine,M,0.7414646148681641,11.546218872070312,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,additive,T,0.9756708145141602,0.9964414834976196,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,linear,T,0.655834629547437,16.249158136691072,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,zh,affine,T,0.6885570287704468,13.995287895202637,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,additive,N,0.9097604751586914,2.811775684356689,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,linear,N,0.6160549385605226,16.128745984878872,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,affine,N,0.5220742225646973,20.806480407714844,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,additive,Q,0.9471591711044312,1.801805138587952,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,linear,Q,0.717875075971174,9.477238641220575,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,affine,Q,0.6298006772994995,13.302990913391112,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,additive,M,0.9619234800338744,1.248718023300171,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,linear,M,0.7116461572936806,9.483553983734485,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,affine,M,0.6261938810348511,14.068876266479492,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,additive,T,0.9211870431900024,2.5584747791290283,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,linear,T,0.6296310289572066,13.610488043960942,160.0,,,
Qwen/Qwen3-Embedding-0.6B,0.1,ar,affine,T,0.6331318616867065,12.248269081115724,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,additive,N,0.9309245944023132,2.6212635040283203,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,linear,N,0.7049753693136052,10.90675087446889,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,affine,N,0.6803215146064758,12.243029594421388,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,additive,Q,0.9538220167160034,1.7006471157073977,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,linear,Q,0.8682396015093012,4.662360882810285,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,affine,Q,0.8534501791000366,5.150184154510498,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,additive,M,0.9741888046264648,0.9755443334579468,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,linear,M,0.8453805676811472,5.457482578704117,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,affine,M,0.8136321306228638,6.580346584320068,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,additive,T,0.9349937438964844,2.3907909393310547,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,linear,T,0.851121021634515,5.165507610091615,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,en,affine,T,0.8376935720443726,5.686001777648926,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,additive,N,0.9271858930587769,2.0647146701812744,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,linear,N,0.628537228838827,11.292074546353408,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,affine,N,0.5755354762077332,14.83892059326172,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,additive,Q,0.9737340807914734,0.7551247477531433,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,linear,Q,0.7809631260668469,6.590829367510044,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,affine,Q,0.7048413753509521,8.810392379760742,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,additive,M,0.944194793701172,1.5698961019515991,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,linear,M,0.7665982969210504,6.755886120599678,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,affine,M,0.651004433631897,12.796196937561035,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,additive,T,0.9357321858406068,1.8893883228302,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,linear,T,0.6825528412178226,9.99878347332676,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,es,affine,T,0.6930133104324341,9.60655689239502,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,additive,N,0.9497231245040894,1.773951292037964,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,linear,N,0.5456125680295496,19.4709022138861,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,affine,N,0.3882781565189361,35.097286224365234,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,additive,Q,0.976335883140564,0.7960008382797241,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,linear,Q,0.7136988288595161,11.316105186266668,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,affine,Q,0.5740917325019836,17.398237228393555,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,additive,M,0.9629051089286804,1.2388051748275757,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,linear,M,0.6374210264249571,15.141476192778706,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,affine,M,0.3031061291694641,61.11748504638672,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,additive,T,0.9640710949897766,1.2172362804412842,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,linear,T,0.5547467577605741,18.19895485578724,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,fr,affine,T,0.3173953890800476,39.97054290771485,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,additive,N,0.9096649289131165,2.644830703735352,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,linear,N,0.5963438158334359,12.50057009319564,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,affine,N,0.4922532141208648,17.98699951171875,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,additive,Q,0.9533885717391968,1.348398208618164,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,linear,Q,0.7395109518607592,7.759871536745271,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,affine,Q,0.6189420819282532,12.910005569458008,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,additive,M,0.954659342765808,1.3012816905975342,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,linear,M,0.6986255831100372,8.66724816917159,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,affine,M,0.502769947052002,17.027576446533203,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,additive,T,0.9622403979301452,1.1154484748840332,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,linear,T,0.5660753503810123,15.77638285100958,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,de,affine,T,0.5196550488471985,16.37825584411621,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,additive,N,0.8797541856765747,3.2176527976989746,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,linear,N,0.5521382372481324,15.779886504456694,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,affine,N,0.4255395531654358,19.135814666748047,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,additive,Q,0.9493005871772766,1.32956862449646,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,linear,Q,0.7316492606679715,7.190452360377497,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,affine,Q,0.6238809823989868,10.445146560668944,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,additive,M,0.8828107118606567,3.198439598083496,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,linear,M,0.6624823177633996,9.9001598869843,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,affine,M,0.5018704533576965,15.109991073608398,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,additive,T,0.924813151359558,1.988074541091919,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,linear,T,0.4517768510377628,16.943909270669117,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ru,affine,T,0.512719452381134,13.9075927734375,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,additive,N,0.9595996141433716,1.6706628799438477,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,linear,N,0.7079730438440978,12.877848326125095,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,affine,N,0.7042809724807739,13.233896255493164,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,additive,Q,0.9838617444038392,0.713767409324646,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,linear,Q,0.8032490310582109,7.972679673157171,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,affine,Q,0.7804073095321655,8.76071548461914,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,additive,M,0.978474259376526,0.8604695200920105,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,linear,M,0.7696636248463655,10.275203882945265,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,affine,M,0.7436842918395996,11.353581428527832,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,additive,T,0.9756708145141602,0.9964414834976196,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,linear,T,0.659403626118647,15.937204574779027,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,zh,affine,T,0.6919652819633484,13.727701187133787,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,additive,N,0.9097604751586914,2.811775684356689,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,linear,N,0.6181001915161012,15.91134465878547,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,affine,N,0.523541271686554,20.56819725036621,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,additive,Q,0.9471591711044312,1.801805138587952,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,linear,Q,0.7192883005320286,9.397001405288574,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,affine,Q,0.6312720775604248,13.183473587036133,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,additive,M,0.9619234800338744,1.248718023300171,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,linear,M,0.7138229791925175,9.358651117944994,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,affine,M,0.6283829808235168,13.877306938171388,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,additive,T,0.9211870431900024,2.5584747791290283,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,linear,T,0.6323348294309736,13.4049942165389,160.0,,,
Qwen/Qwen3-Embedding-0.6B,1.0,ar,affine,T,0.635707676410675,12.07025146484375,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,additive,N,0.9309245944023132,2.6212635040283203,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,linear,N,0.7247582895336769,9.910702699968745,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,affine,N,0.7011216282844543,11.064882278442385,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,additive,Q,0.9538220167160034,1.7006471157073977,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,linear,Q,0.8732702743233667,4.431773750619398,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,affine,Q,0.8584359884262085,4.9137959480285645,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,additive,M,0.9741888046264648,0.9755443334579468,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,linear,M,0.8569660356881652,5.028946826799616,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,affine,M,0.8268032073974609,6.054575443267822,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,additive,T,0.9349937438964844,2.3907909393310547,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,linear,T,0.8575528064913049,4.8662127971208005,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,en,affine,T,0.8448535799980164,5.33900785446167,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,additive,N,0.9271858930587769,2.0647146701812744,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,linear,N,0.650992281280005,10.01011174732766,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,affine,N,0.5926939249038696,13.174774169921877,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,additive,Q,0.9737340807914734,0.7551247477531433,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,linear,Q,0.794243397536688,5.947244340931677,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,affine,Q,0.7201137542724609,7.959936618804932,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,additive,M,0.944194793701172,1.5698961019515991,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,linear,M,0.7764037615804554,6.178368012308579,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,affine,M,0.6686696410179138,11.03674030303955,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,additive,T,0.9357321858406068,1.8893883228302,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,linear,T,0.7025790188841258,8.864151657560187,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,es,affine,T,0.7177982330322266,8.2376708984375,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,additive,N,0.9497231245040894,1.773951292037964,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,linear,N,0.563642140056143,17.597526418990846,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,affine,N,0.4065737724304199,28.89468765258789,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,additive,Q,0.976335883140564,0.7960008382797241,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,linear,Q,0.7226552450688922,10.507497775826709,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,affine,Q,0.5896557569503784,15.05072021484375,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,additive,M,0.9629051089286804,1.2388051748275757,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,linear,M,0.6562481643061611,13.367450950237131,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,affine,M,0.3258192837238312,47.34479141235352,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,additive,T,0.9640710949897766,1.2172362804412842,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,linear,T,0.5675671438049157,16.84867098313417,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,fr,affine,T,0.3456080555915832,32.31262969970703,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,additive,N,0.9096649289131165,2.644830703735352,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,linear,N,0.6121222385839893,11.519058529396204,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,affine,N,0.5108617544174194,15.906171798706056,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,additive,Q,0.9533885717391968,1.348398208618164,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,linear,Q,0.746890531331991,7.274672374062211,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,affine,Q,0.6338372826576233,11.530631065368652,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,additive,M,0.954659342765808,1.3012816905975342,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,linear,M,0.713599196212614,7.908953809045246,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,affine,M,0.5272248983383179,14.71270751953125,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,additive,T,0.9622403979301452,1.1154484748840332,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,linear,T,0.5854188823379955,14.166173403264912,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,de,affine,T,0.5434783697128296,14.40882396697998,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,ru,additive,N,0.8797541856765747,3.2176527976989746,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,ru,linear,N,0.5708135832758054,13.718491836825464,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,ru,affine,N,0.4437515139579773,16.53872299194336,160.0,,,
Qwen/Qwen3-Embedding-0.6B,10.0,ru,additive,Q,0.9493005871772766,1.32956862449646,160.0,,,
