model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
sentence-transformers/LaBSE,10.0,zh,linear,Q,8.014195089066813,3.743989281404486,-36.25373429059982
sentence-transformers/LaBSE,10.0,zh,linear,M,7.214515437767617,3.0930877118949955,-46.69882369041443
sentence-transformers/LaBSE,10.0,zh,linear,T,8.077613746867796,2.9383067396554403,-43.784782320261
sentence-transformers/LaBSE,10.0,zh,affine,N,8.21312147510837,3.5103672088404947,-46.83307945728302
sentence-transformers/LaBSE,10.0,zh,affine,Q,7.891270665652541,3.6630600428800904,-35.90522316098213
sentence-transformers/LaBSE,10.0,zh,affine,M,7.232388136173616,3.12262441876471,-47.13103511929512
sentence-transformers/LaBSE,10.0,zh,affine,T,8.07896702231523,2.919309652182014,-44.23641163110733
sentence-transformers/LaBSE,10.0,ar,linear,N,8.324147465800467,3.7708184935331097,-46.846623957157135
sentence-transformers/LaBSE,10.0,ar,linear,Q,8.14032284379353,4.1363644422744414,-36.05299761891365
sentence-transformers/LaBSE,10.0,ar,linear,M,7.473283004744541,3.4472675172949407,-48.23986339569092
sentence-transformers/LaBSE,10.0,ar,linear,T,8.04727377715317,2.975969494195359,-44.376215279102325
sentence-transformers/LaBSE,10.0,ar,affine,N,8.293427728279172,3.6797191703982595,-47.04159668087959
sentence-transformers/LaBSE,10.0,ar,affine,Q,8.051750141327423,4.107561326606887,-35.78048062324524
sentence-transformers/LaBSE,10.0,ar,affine,M,7.4969783063922035,3.4896094778836217,-48.70509499311447
sentence-transformers/LaBSE,10.0,ar,affine,T,8.053423168659105,2.972209629868341,-44.8863630592823
