model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
intfloat/multilingual-e5-large-instruct,10.0,fr,affine,M,5.955886628731398,1.62525900770939,-42.46043065190315
intfloat/multilingual-e5-large-instruct,10.0,fr,affine,T,6.53902583013158,2.03149974430616,-44.32024675607681
intfloat/multilingual-e5-large-instruct,10.0,de,linear,N,8.111278722846674,2.977527539287818,-52.32010018825531
intfloat/multilingual-e5-large-instruct,10.0,de,linear,Q,6.63088906121265,1.6204951822742757,-44.53915522992611
intfloat/multilingual-e5-large-instruct,10.0,de,linear,M,5.960678506891887,1.561748781484067,-42.14156115055084
intfloat/multilingual-e5-large-instruct,10.0,de,linear,T,6.4376766648325905,1.8024276459984243,-44.23375543951988
intfloat/multilingual-e5-large-instruct,10.0,de,affine,N,8.120223229308202,2.9776020044633875,-52.71583476662636
intfloat/multilingual-e5-large-instruct,10.0,de,affine,Q,6.565432460720713,1.4374769319714404,-44.40513686090708
intfloat/multilingual-e5-large-instruct,10.0,de,affine,M,6.007361591666641,1.5653478342343565,-42.73054710030556
intfloat/multilingual-e5-large-instruct,10.0,de,affine,T,6.462326822665211,1.7997845266108186,-44.83007398247719
intfloat/multilingual-e5-large-instruct,10.0,ru,linear,N,8.19580571933999,3.3206182355592295,-56.198562040925026
intfloat/multilingual-e5-large-instruct,10.0,ru,linear,Q,6.841998538743714,1.6196927572621562,-47.8946338891983
intfloat/multilingual-e5-large-instruct,10.0,ru,linear,M,6.063335902778562,1.4485635952738247,-44.53072273731232
intfloat/multilingual-e5-large-instruct,10.0,ru,linear,T,6.644028180747622,2.0444328566430556,-47.01261368393898
intfloat/multilingual-e5-large-instruct,10.0,ru,affine,N,8.210805538872055,3.319003760849336,-56.75115801393986
intfloat/multilingual-e5-large-instruct,10.0,ru,affine,Q,6.77937601432919,1.428868411272213,-47.76352637261152
intfloat/multilingual-e5-large-instruct,10.0,ru,affine,M,6.1098629474432355,1.4493304673613738,-45.14379379153252
intfloat/multilingual-e5-large-instruct,10.0,ru,affine,T,6.678960739199268,2.036190383795102,-47.618665009737015
intfloat/multilingual-e5-large-instruct,10.0,zh,linear,N,8.179443424988715,3.064166821737735,-53.394949197769165
intfloat/multilingual-e5-large-instruct,10.0,zh,linear,Q,6.793480922359052,1.6824309080993611,-47.66914117336273
intfloat/multilingual-e5-large-instruct,10.0,zh,linear,M,6.0660994222348865,1.6459325402151583,-42.64655116200447
intfloat/multilingual-e5-large-instruct,10.0,zh,linear,T,6.57654646278755,1.9091626791324072,-45.297349750995636
intfloat/multilingual-e5-large-instruct,10.0,zh,affine,N,8.196237985773227,3.0693013730479586,-53.890051171183586
intfloat/multilingual-e5-large-instruct,10.0,zh,affine,Q,6.711771706821013,1.4532553129229517,-47.49182489514351
intfloat/multilingual-e5-large-instruct,10.0,zh,affine,M,6.115008889153011,1.6523653519780794,-43.25466841459274
intfloat/multilingual-e5-large-instruct,10.0,zh,affine,T,6.606491104400489,1.9110297411334716,-45.89682894945145
intfloat/multilingual-e5-large-instruct,10.0,ar,linear,N,8.534537903495409,3.2667404023188555,-57.6769604831934
intfloat/multilingual-e5-large-instruct,10.0,ar,linear,Q,6.907701379125419,1.6562497186016085,-48.9078483581543
intfloat/multilingual-e5-large-instruct,10.0,ar,linear,M,6.261838908745132,1.6280940123195633,-46.13769617676735
intfloat/multilingual-e5-large-instruct,10.0,ar,linear,T,6.778087338159796,2.104953230261129,-48.14602243900299
intfloat/multilingual-e5-large-instruct,10.0,ar,affine,N,8.541676941454968,3.2725306077074214,-58.13570460677147
intfloat/multilingual-e5-large-instruct,10.0,ar,affine,Q,6.8401204006066205,1.4820778194435817,-48.78569308668375
intfloat/multilingual-e5-large-instruct,10.0,ar,affine,M,6.304878107340503,1.6286164174699758,-46.7509123980999
intfloat/multilingual-e5-large-instruct,10.0,ar,affine,T,6.800552540222109,2.1037311459606842,-48.70765495300293
