model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
bert-base-multilingual-cased,100.0,de,linear,M,8.159657842740845,1.08110663568303,-82.9118020683527
bert-base-multilingual-cased,100.0,de,linear,T,8.575404657929514,1.2198011824276787,-86.34730816632509
bert-base-multilingual-cased,100.0,de,affine,N,8.566417780249452,1.24784324245881,-86.41505043208599
bert-base-multilingual-cased,100.0,de,affine,Q,9.17764380302423,1.4412554990184065,-90.5966806858778
bert-base-multilingual-cased,100.0,de,affine,M,8.200174900646699,1.0792037209892393,-83.56907194107771
bert-base-multilingual-cased,100.0,de,affine,T,8.611431323110878,1.2222723883345818,-87.06167014688253
bert-base-multilingual-cased,100.0,ru,linear,N,8.669210950058373,1.252721403845291,-87.34846019744873
bert-base-multilingual-cased,100.0,ru,linear,Q,9.349892610688244,1.892970827186728,-91.96070760115981
bert-base-multilingual-cased,100.0,ru,linear,M,8.24093089596277,1.0803367605508944,-83.59587975591421
bert-base-multilingual-cased,100.0,ru,linear,T,8.71801650010158,1.2273567002146908,-87.81615567207336
bert-base-multilingual-cased,100.0,ru,affine,N,8.697441591471692,1.243698047991105,-87.92857501655817
bert-base-multilingual-cased,100.0,ru,affine,Q,9.239532116646393,1.4459514267049802,-91.46591924503446
bert-base-multilingual-cased,100.0,ru,affine,M,8.27679557309169,1.07739272535737,-84.20536751300097
bert-base-multilingual-cased,100.0,ru,affine,T,8.752554747600541,1.2308584146585297,-88.48735040426254
bert-base-multilingual-cased,100.0,zh,linear,N,8.66607698272048,1.2581560870874764,-87.5547216385603
bert-base-multilingual-cased,100.0,zh,linear,Q,9.320197678244405,1.8856044822941722,-91.87904667109251
bert-base-multilingual-cased,100.0,zh,linear,M,8.28691455195087,1.0992792335720967,-84.47514778375626
bert-base-multilingual-cased,100.0,zh,linear,T,8.706799981179035,1.228848324622287,-88.04610917717218
bert-base-multilingual-cased,100.0,zh,affine,N,8.69407054006318,1.250679705744426,-88.1546770632267
bert-base-multilingual-cased,100.0,zh,affine,Q,9.218339464269267,1.3657126089432463,-91.43628217279911
bert-base-multilingual-cased,100.0,zh,affine,M,8.324494201747799,1.0901156835603123,-85.10654179006815
bert-base-multilingual-cased,100.0,zh,affine,T,8.741503931188417,1.2302459480563726,-88.74317999184132
bert-base-multilingual-cased,100.0,ar,linear,N,8.390857659455154,1.2206551872664562,-84.42520975321531
bert-base-multilingual-cased,100.0,ar,linear,Q,9.147864656904728,1.7083492248100587,-89.52390491217375
bert-base-multilingual-cased,100.0,ar,linear,M,8.114848828811255,1.0821665616576903,-82.14248982071877
bert-base-multilingual-cased,100.0,ar,linear,T,8.44081583577021,1.1878103453271298,-84.94528897106647
bert-base-multilingual-cased,100.0,ar,affine,N,8.42018601272713,1.1783481127648785,-85.04810176044703
bert-base-multilingual-cased,100.0,ar,affine,Q,9.086228693587511,1.45073653782321,-89.36874193698168
bert-base-multilingual-cased,100.0,ar,affine,M,8.15437054964394,1.0768278732140057,-82.80152133107185
bert-base-multilingual-cased,100.0,ar,affine,T,8.479173494704352,1.1752707240741618,-85.67404425889254
