model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,target_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
distilgpt2,2,out_of_template_freeform,copy_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,target,1.0,question,"Copy this sentence:
Although the server failed twice, Elena restored the database before sunrise.
Copy:","This is the same as:
This is the same as:
This is the same as:
This is the same as:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,random_norm,1.0,random_norm,"Copy this sentence:
Although the server failed twice, Elena restored the database before sunrise.
Copy:","The server failed again.
The server failed again.
The server failed again.
The server failed again.
The server failed",0.2222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,117.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,wrong_class,1.0,negation,"Copy this sentence:
Although the server failed twice, Elena restored the database before sunrise.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,negative_target,1.0,question,"Copy this sentence:
Although the server failed twice, Elena restored the database before sunrise.
Copy:","The server was restored to the server.
The server was restored to the server.
The server was restored to the server.",0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,116.0
distilgpt2,2,out_of_template_freeform,same_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,none,0.0,,"Same sentence:
Although the server failed twice, Elena restored the database before sunrise.
Same:","The server failed twice, Elena restored the database before sunrise.
Same:
The server failed twice, Elena restored the database before sunrise",0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0
distilgpt2,2,out_of_template_freeform,same_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,target,1.0,question,"Same sentence:
Although the server failed twice, Elena restored the database before sunrise.
Same:","The server failed twice.
The server failed twice?
The answer?
The answer?
The answer?
The answer?",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,97.0
distilgpt2,2,out_of_template_freeform,same_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,random_norm,1.0,random_norm,"Same sentence:
Although the server failed twice, Elena restored the database before sunrise.
Same:","The server failed twice, the server failed twice, the server failed twice, the server failed twice, the server failed twice, the server",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,135.0
distilgpt2,2,out_of_template_freeform,same_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,wrong_class,1.0,modality,"Same sentence:
Although the server failed twice, Elena restored the database before sunrise.
Same:","The server failed twice, Elena restored the database before sunrise.
Same:
The server failed twice, Elena restored the database before sunrise",0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0
distilgpt2,2,out_of_template_freeform,same_sentence,"Although the server failed twice, Elena restored the database before sunrise.",,question,negative_target,1.0,question,"Same sentence:
Although the server failed twice, Elena restored the database before sunrise.
Same:","The server failed to restore the database after sunset.
The server failed to restore the database after sunset.
The server failed to restore",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,none,0.0,,"Repeat this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Repeated:","The bridge was inspected by Dr. Novak during the winter storm.
Repeated:
The bridge was inspected by Dr. Nov",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,target,1.0,question,"Repeat this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Repeated:","The bridge was inspected by Dr. Novak during the winter storm.
The bridge was inspected by Dr. Novak during the winter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Repeated:","The bridge was inspected by Dr. Jan. Mayoral, but the results of the inspection were not available to the public.
The",0.42857142857142855,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,117.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,wrong_class,1.0,modality,"Repeat this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Repeated:","The bridge was inspected by Dr. Novak during the winter storm.
Repeated:
The bridge was inspected by Dr. Nov",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,negative_target,1.0,question,"Repeat this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Repeated:","The bridge was inspected by Dr. Novak during the winter storm.
The bridge was inspected by Dr. Novak during the winter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,none,0.0,,"Copy this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Copy:","The bridge was inspected by Dr. Novak during the winter storm.
Copy:
The bridge was inspected by Dr. Novak",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,106.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,target,1.0,question,"Copy this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Copy:","This is a question that I have not answered.
I have no answer.
I have no answer?
I have no answer",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,97.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,random_norm,1.0,random_norm,"Copy this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Copy:","The bridge is not to be used to protect the people and the people of the country.
The bridge is to protect the people and",0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,121.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,wrong_class,1.0,tense_shift,"Copy this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Copy:","The bridge was inspected by Dr. Novak during the winter storm.
Copy:
The bridge was inspected by Dr. Novak",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,106.0
distilgpt2,2,out_of_template_freeform,copy_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,negative_target,1.0,question,"Copy this sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Copy:","The bridge was inspected by Dr. Novak during the winter storm.
The bridge was inspected by Dr. Novak during the winter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
distilgpt2,2,out_of_template_freeform,same_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,none,0.0,,"Same sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Same:","The bridge was inspected by Dr. Novak during the winter storm.
Same:
The bridge was inspected by Dr. Novak",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,106.0
distilgpt2,2,out_of_template_freeform,same_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,target,1.0,question,"Same sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Same:","The bridge was inspected by Dr. Novak during the winter storm.
The bridge was inspected by Dr. Novak during the winter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
distilgpt2,2,out_of_template_freeform,same_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,random_norm,1.0,random_norm,"Same sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Same:","The bridge was inspected by the National Highway Traffic Safety.
The bridge was inspected by the National Highway Traffic Safety.
The bridge was",0.2857142857142857,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,144.0
distilgpt2,2,out_of_template_freeform,same_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,wrong_class,1.0,modality,"Same sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Same:","The bridge was inspected by Dr. Novak during the winter storm.
Same:
The bridge was inspected by Dr. Novak",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,106.0
distilgpt2,2,out_of_template_freeform,same_sentence,The bridge was inspected by Dr. Novak during the winter storm.,,question,negative_target,1.0,question,"Same sentence:
The bridge was inspected by Dr. Novak during the winter storm.
Same:","The bridge was inspected by Dr. Novak during the winter storm.
The bridge was inspected by Dr. Novak during the winter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,none,0.0,,"Repeat this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Repeated:","The lab was able to identify the sensor that was used to detect the sensor.
The lab was able to identify the sensor that was",0.14285714285714285,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,124.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,target,1.0,question,"Repeat this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Repeated:","The answer is no.
The answer is no?
The answer is no?
The answer is no?
The answer is",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,wrong_class,1.0,tense_shift,"Repeat this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Repeated:","The lab was not able to confirm the presence of the sensors.
The lab was unable to confirm the presence of the sensors.",0.14285714285714285,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,119.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,negative_target,1.0,question,"Repeat this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Repeated:","The lab was sent to the lab for the first time on Monday, and the lab will be sent to the lab for the first time",0.14285714285714285,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,112.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,none,0.0,,"Copy this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Copy:","The sensors were sent to the lab on Monday.
The sensors were sent to the lab on Monday.
The sensors were sent to",0.2857142857142857,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,112.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,target,1.0,question,"Copy this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Copy:","This is a question that I have not answered.
I have no answer.
I have no answer?
I have no answer",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,97.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,random_norm,1.0,random_norm,"Copy this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,wrong_class,1.0,negation,"Copy this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Copy:","The lab was not able to confirm the presence of the sensors.
The lab was unable to confirm the presence of the sensors.",0.14285714285714285,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,119.0
distilgpt2,2,out_of_template_freeform,copy_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,negative_target,1.0,question,"Copy this sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Copy:","The sensors were taken to the laboratory on Monday, and the lab is being tested.
The sensors were taken to the laboratory on Monday",0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,131.0
distilgpt2,2,out_of_template_freeform,same_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,none,0.0,,"Same sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Same:","A package containing 47 sensors arrived at the laboratory on Monday.
Same:
A package containing 47 sensors arrived at the laboratory on Monday",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
distilgpt2,2,out_of_template_freeform,same_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,target,1.0,question,"Same sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Same:","A package containing 47 sensors arrived at the laboratory on Monday.
A package containing 47 sensors arrived at the laboratory on Monday.
A",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
distilgpt2,2,out_of_template_freeform,same_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,random_norm,1.0,random_norm,"Same sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Same:","The package containing 47 sensors arrived at the laboratory.
The package containing 47 sensors arrived at the laboratory.
The package containing 47 sensors",0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
distilgpt2,2,out_of_template_freeform,same_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,wrong_class,1.0,negation,"Same sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Same:","A package containing 47 sensors arrived at the laboratory on Monday.
Same:
A package containing 47 sensors arrived at the laboratory on Monday",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
distilgpt2,2,out_of_template_freeform,same_sentence,A package containing 47 sensors arrived at the laboratory on Monday.,,question,negative_target,1.0,question,"Same sentence:
A package containing 47 sensors arrived at the laboratory on Monday.
Same:","The sensors were taken to the laboratory on Monday.
The sensors were taken to the laboratory on Monday.
The sensors were taken to",0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,129.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,none,0.0,,"Repeat this sentence:
When the alarm sounded, the technician who was on call reset the system.
Repeated:","The technician who was on call reset the system.
The technician who was on call reset the system.
The technician who was on",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,123.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,target,1.0,question,"Repeat this sentence:
When the alarm sounded, the technician who was on call reset the system.
Repeated:","The technician who was on call reset the system.
The technician who was on call reset the system?
Answer:
Answer:",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,113.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,random_norm,1.0,random_norm,"Repeat this sentence:
When the alarm sounded, the technician who was on call reset the system.
Repeated:","The technician who was on call reset the system.
The technician who was on call reset the system.
The technician who was on",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,123.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,wrong_class,1.0,tense_shift,"Repeat this sentence:
When the alarm sounded, the technician who was on call reset the system.
Repeated:","The technician who was on call reset the system.
The technician who was on call reset the system.
The technician who was on",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,123.0
distilgpt2,2,out_of_template_freeform,repeat_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,negative_target,1.0,question,"Repeat this sentence:
When the alarm sounded, the technician who was on call reset the system.
Repeated:","The technician was able to restart the system, and the technician was able to restart the system.
The technician was able to restart the",0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,136.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,none,0.0,,"Copy this sentence:
When the alarm sounded, the technician who was on call reset the system.
Copy:","The technician who was on call reset the system.
Copy:
The technician who was on call reset the system.
Copy:",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,target,1.0,question,"Copy this sentence:
When the alarm sounded, the technician who was on call reset the system.
Copy:","This is the same thing.
This is the same thing?
This is the same thing?
This is the same thing?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,95.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,random_norm,1.0,random_norm,"Copy this sentence:
When the alarm sounded, the technician who was on call reset the system.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,wrong_class,1.0,negation,"Copy this sentence:
When the alarm sounded, the technician who was on call reset the system.
Copy:","The technician who was on call reset the system.
Copy:
The technician who was on call reset the system.
Copy:",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0
distilgpt2,2,out_of_template_freeform,copy_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,negative_target,1.0,question,"Copy this sentence:
When the alarm sounded, the technician who was on call reset the system.
Copy:","The alarm was restarted.
The alarm was restarted.
The alarm was restarted.
The alarm was restart.",0.125,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,97.0
distilgpt2,2,out_of_template_freeform,same_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,none,0.0,,"Same sentence:
When the alarm sounded, the technician who was on call reset the system.
Same:","When the alarm sounded, the technician who was on call reset the system.
Same:
When the alarm sounded, the technician who",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,121.0
distilgpt2,2,out_of_template_freeform,same_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,target,1.0,question,"Same sentence:
When the alarm sounded, the technician who was on call reset the system.
Same:","The technician who was on call reset the system.
The technician who was on call reset the system?
Answer:
Answer:",0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,113.0
distilgpt2,2,out_of_template_freeform,same_sentence,"When the alarm sounded, the technician who was on call reset the system.",,question,random_norm,1.0,random_norm,"Same sentence:
When the alarm sounded, the technician who was on call reset the system.
Same:","The technician who was on call reset.
The technician who was on call reset.
The technician who was on call reset.",0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
