prompt_id,prompt
101,"If the artist reported the garden, the result mattered."
102,The musician tested the data.
103,The musician tested the data before the presentation.
104,The person who tested the data was the musician.
105,"After the musician tested the data, the situation changed."
106,The report said that the musician tested the data.
107,"If the musician tested the data, the result mattered."
108,The researcher wrote the system.
109,The researcher wrote the system before the presentation.
110,The person who wrote the system was the researcher.
111,"After the researcher wrote the system, the situation changed."
112,The report said that the researcher wrote the system.
113,"If the researcher wrote the system, the result mattered."
114,The nurse built the data.
115,The nurse built the data at the school.
116,The person who built the data was the nurse.
117,"After the nurse built the data, the situation changed."
118,The report said that the nurse built the data.
119,"If the nurse built the data, the result mattered."
120,The writer solved the garden.
121,The writer solved the garden at the school.
122,The person who solved the garden was the writer.
123,"After the writer solved the garden, the situation changed."
124,The report said that the writer solved the garden.
125,"If the writer solved the garden, the result mattered."
126,The doctor studied a black cat.
127,The doctor studied a black cat after the interview.
128,The person who studied a black cat was the doctor.
129,"After the doctor studied a black cat, the situation changed."
130,The report said that the doctor studied a black cat.
131,"If the doctor studied a black cat, the result mattered."
132,The scientist designed the data.
133,The scientist designed the data in the laboratory.
134,The person who designed the data was the scientist.
135,"After the scientist designed the data, the situation changed."
136,The report said that the scientist designed the data.
137,"If the scientist designed the data, the result mattered."
138,The lawyer helped the system.
139,The lawyer helped the system before the presentation.
140,The person who helped the system was the lawyer.
141,"After the lawyer helped the system, the situation changed."
142,The report said that the lawyer helped the system.
143,"If the lawyer helped the system, the result mattered."
144,The teacher studied the family.
145,The teacher studied the family after the discussion.
146,The person who studied the family was the teacher.
147,"After the teacher studied the family, the situation changed."
148,The report said that the teacher studied the family.
149,"If the teacher studied the family, the result mattered."
150,The musician prepared the signal.
151,The musician prepared the signal after the discussion.
152,The person who prepared the signal was the musician.
153,"After the musician prepared the signal, the situation changed."
154,The report said that the musician prepared the signal.
155,"If the musician prepared the signal, the result mattered."
156,The artist built a short story.
157,The artist built a short story after the interview.
158,The person who built a short story was the artist.
159,"After the artist built a short story, the situation changed."
160,The report said that the artist built a short story.
161,"If the artist built a short story, the result mattered."
162,The journalist found the signal.
163,The journalist found the signal before the deadline.
164,The person who found the signal was the journalist.
165,"After the journalist found the signal, the situation changed."
166,The report said that the journalist found the signal.
167,"If the journalist found the signal, the result mattered."
168,The child designed the decision.
169,The child designed the decision before the deadline.
170,The person who designed the decision was the child.
171,"After the child designed the decision, the situation changed."
172,The report said that the child designed the decision.
173,"If the child designed the decision, the result mattered."
174,The manager prepared the experiment.
175,The manager prepared the experiment at the school.
176,The person who prepared the experiment was the manager.
177,"After the manager prepared the experiment, the situation changed."
178,The report said that the manager prepared the experiment.
179,"If the manager prepared the experiment, the result mattered."
180,The musician created the document.
181,The musician created the document in the laboratory.
182,The person who created the document was the musician.
183,"After the musician created the document, the situation changed."
184,The report said that the musician created the document.
185,"If the musician created the document, the result mattered."
186,The programmer reported the rule.
187,The programmer reported the rule after the interview.
188,The person who reported the rule was the programmer.
189,"After the programmer reported the rule, the situation changed."
190,The report said that the programmer reported the rule.
191,"If the programmer reported the rule, the result mattered."
192,The writer improved a beautiful painting.
193,The writer improved a beautiful painting after the interview.
194,The person who improved a beautiful painting was the writer.
195,"After the writer improved a beautiful painting, the situation changed."
196,The report said that the writer improved a beautiful painting.
197,"If the writer improved a beautiful painting, the result mattered."
198,The manager analyzed the document.
199,The manager analyzed the document during the meeting.
200,The person who analyzed the document was the manager.
201,"After the manager analyzed the document, the situation changed."
202,The report said that the manager analyzed the document.
203,"If the manager analyzed the document, the result mattered."
204,The researcher solved the garden.
205,The researcher solved the garden at the school.
206,The person who solved the garden was the researcher.
207,"After the researcher solved the garden, the situation changed."
208,The report said that the researcher solved the garden.
209,"If the researcher solved the garden, the result mattered."
210,The pilot improved a beautiful painting.
211,The pilot improved a beautiful painting during the experiment.
212,The person who improved a beautiful painting was the pilot.
213,"After the pilot improved a beautiful painting, the situation changed."
214,The report said that the pilot improved a beautiful painting.
215,"If the pilot improved a beautiful painting, the result mattered."
216,The writer improved the patient.
217,The writer improved the patient during the meeting.
218,The person who improved the patient was the writer.
219,"After the writer improved the patient, the situation changed."
220,The report said that the writer improved the patient.
221,"If the writer improved the patient, the result mattered."
222,The teacher wrote a short story.
223,The teacher wrote a short story after the discussion.
224,The person who wrote a short story was the teacher.
225,"After the teacher wrote a short story, the situation changed."
226,The report said that the teacher wrote a short story.
227,"If the teacher wrote a short story, the result mattered."
228,The artist examined the document.
229,The artist examined the document during the experiment.
230,The person who examined the document was the artist.
231,"After the artist examined the document, the situation changed."
232,The report said that the artist examined the document.
233,"If the artist examined the document, the result mattered."
234,The musician designed a short story.
235,The musician designed a short story during the meeting.
236,The person who designed a short story was the musician.
237,"After the musician designed a short story, the situation changed."
238,The report said that the musician designed a short story.
239,"If the musician designed a short story, the result mattered."
240,The doctor observed the document.
241,The doctor observed the document before the deadline.
242,The person who observed the document was the doctor.
243,"After the doctor observed the document, the situation changed."
244,The report said that the doctor observed the document.
245,"If the doctor observed the document, the result mattered."
246,The farmer defended the signal.
247,The farmer defended the signal during the meeting.
248,The person who defended the signal was the farmer.
249,"After the farmer defended the signal, the situation changed."
250,The report said that the farmer defended the signal.
251,"If the farmer defended the signal, the result mattered."
252,The chef improved the patient.
253,The chef improved the patient during the experiment.
254,The person who improved the patient was the chef.
255,"After the chef improved the patient, the situation changed."
256,The report said that the chef improved the patient.
257,"If the chef improved the patient, the result mattered."
258,The artist solved a new principle.
259,The artist solved a new principle before the presentation.
260,The person who solved a new principle was the artist.
261,"After the artist solved a new principle, the situation changed."
262,The report said that the artist solved a new principle.
263,"If the artist solved a new principle, the result mattered."
264,The nurse analyzed the patient.
265,The nurse analyzed the patient after the discussion.
266,The person who analyzed the patient was the nurse.
267,"After the nurse analyzed the patient, the situation changed."
268,The report said that the nurse analyzed the patient.
269,"If the nurse analyzed the patient, the result mattered."
270,The child measured a new principle.
271,The child measured a new principle during the experiment.
272,The person who measured a new principle was the child.
273,"After the child measured a new principle, the situation changed."
274,The report said that the child measured a new principle.
275,"If the child measured a new principle, the result mattered."
276,The student improved the family.
277,The student improved the family before the deadline.
278,The person who improved the family was the student.
279,"After the student improved the family, the situation changed."
280,The report said that the student improved the family.
281,"If the student improved the family, the result mattered."
282,The nurse solved the event.
283,The nurse solved the event after the discussion.
284,The person who solved the event was the nurse.
285,"After the nurse solved the event, the situation changed."
286,The report said that the nurse solved the event.
287,"If the nurse solved the event, the result mattered."
288,The artist tested the data.
289,The artist tested the data during the meeting.
290,The person who tested the data was the artist.
291,"After the artist tested the data, the situation changed."
292,The report said that the artist tested the data.
293,"If the artist tested the data, the result mattered."
294,The nurse observed the rule.
295,The nurse observed the rule during the meeting.
296,The person who observed the rule was the nurse.
297,"After the nurse observed the rule, the situation changed."
298,The report said that the nurse observed the rule.
299,"If the nurse observed the rule, the result mattered."
300,The manager discovered a complex machine.
301,The manager discovered a complex machine in the laboratory.
302,The person who discovered a complex machine was the manager.
303,"After the manager discovered a complex machine, the situation changed."
304,The report said that the manager discovered a complex machine.
305,"If the manager discovered a complex machine, the result mattered."
306,The artist observed the decision.
307,The artist observed the decision during the meeting.
308,The person who observed the decision was the artist.
309,"After the artist observed the decision, the situation changed."
310,The report said that the artist observed the decision.
311,"If the artist observed the decision, the result mattered."
312,The designer solved the problem.
313,The designer solved the problem during the meeting.
314,The person who solved the problem was the designer.
315,"After the designer solved the problem, the situation changed."
316,The report said that the designer solved the problem.
317,"If the designer solved the problem, the result mattered."
318,The student created a black cat.
319,The student created a black cat during the meeting.
320,The person who created a black cat was the student.
321,"After the student created a black cat, the situation changed."
322,The report said that the student created a black cat.
323,"If the student created a black cat, the result mattered."
324,The researcher measured the garden.
325,The researcher measured the garden after the discussion.
326,The person who measured the garden was the researcher.
327,"After the researcher measured the garden, the situation changed."
328,The report said that the researcher measured the garden.
329,"If the researcher measured the garden, the result mattered."
330,The writer built the document.
331,The writer built the document before the presentation.
332,The person who built the document was the writer.
333,"After the writer built the document, the situation changed."
334,The report said that the writer built the document.
335,"If the writer built the document, the result mattered."
336,The lawyer prepared a black cat.
337,The lawyer prepared a black cat before the presentation.
338,The person who prepared a black cat was the lawyer.
339,"After the lawyer prepared a black cat, the situation changed."
340,The report said that the lawyer prepared a black cat.
341,"If the lawyer prepared a black cat, the result mattered."
342,The lawyer created the signal.
343,The lawyer created the signal after the interview.
344,The person who created the signal was the lawyer.
345,"After the lawyer created the signal, the situation changed."
346,The report said that the lawyer created the signal.
347,"If the lawyer created the signal, the result mattered."
348,The nurse discovered a short story.
349,The nurse discovered a short story during the experiment.
350,The person who discovered a short story was the nurse.
351,"After the nurse discovered a short story, the situation changed."
352,The report said that the nurse discovered a short story.
353,"If the nurse discovered a short story, the result mattered."
354,The lawyer observed the family.
355,The lawyer observed the family during the experiment.
356,The person who observed the family was the lawyer.
357,"After the lawyer observed the family, the situation changed."
358,The report said that the lawyer observed the family.
359,"If the lawyer observed the family, the result mattered."
360,The chef wrote the experiment.
361,The chef wrote the experiment during the experiment.
362,The person who wrote the experiment was the chef.
363,"After the chef wrote the experiment, the situation changed."
364,The report said that the chef wrote the experiment.
365,"If the chef wrote the experiment, the result mattered."
366,The researcher explained the system.
367,The researcher explained the system before the presentation.
368,The person who explained the system was the researcher.
369,"After the researcher explained the system, the situation changed."
370,The report said that the researcher explained the system.
371,"If the researcher explained the system, the result mattered."
372,The chef solved the problem.
373,The chef solved the problem during the experiment.
374,The person who solved the problem was the chef.
375,"After the chef solved the problem, the situation changed."
376,The report said that the chef solved the problem.
377,"If the chef solved the problem, the result mattered."
378,The researcher helped the patient.
379,The researcher helped the patient before the deadline.
380,The person who helped the patient was the researcher.
381,"After the researcher helped the patient, the situation changed."
382,The report said that the researcher helped the patient.
383,"If the researcher helped the patient, the result mattered."
384,The analyst observed the system.
385,The analyst observed the system after the interview.
386,The person who observed the system was the analyst.
387,"After the analyst observed the system, the situation changed."
388,The report said that the analyst observed the system.
389,"If the analyst observed the system, the result mattered."
390,The musician explained a short story.
391,The musician explained a short story in the laboratory.
392,The person who explained a short story was the musician.
393,"After the musician explained a short story, the situation changed."
394,The report said that the musician explained a short story.
395,"If the musician explained a short story, the result mattered."
396,The programmer reported a new principle.
397,The programmer reported a new principle during the experiment.
398,The person who reported a new principle was the programmer.
399,"After the programmer reported a new principle, the situation changed."
400,The report said that the programmer reported a new principle.
401,"If the programmer reported a new principle, the result mattered."
402,The journalist discovered the rule.
403,The journalist discovered the rule before the presentation.
404,The person who discovered the rule was the journalist.
405,"After the journalist discovered the rule, the situation changed."
406,The report said that the journalist discovered the rule.
407,"If the journalist discovered the rule, the result mattered."
408,The journalist wrote the family.
409,The journalist wrote the family at the school.
410,The person who wrote the family was the journalist.
411,"After the journalist wrote the family, the situation changed."
412,The report said that the journalist wrote the family.
413,"If the journalist wrote the family, the result mattered."
414,The farmer defended the decision.
415,The farmer defended the decision during the experiment.
416,The person who defended the decision was the farmer.
417,"After the farmer defended the decision, the situation changed."
418,The report said that the farmer defended the decision.
419,"If the farmer defended the decision, the result mattered."
420,The teacher analyzed a short story.
421,The teacher analyzed a short story during the experiment.
422,The person who analyzed a short story was the teacher.
423,"After the teacher analyzed a short story, the situation changed."
424,The report said that the teacher analyzed a short story.
425,"If the teacher analyzed a short story, the result mattered."
426,The musician tested the event.
427,The musician tested the event during the meeting.
428,The person who tested the event was the musician.
429,"After the musician tested the event, the situation changed."
430,The report said that the musician tested the event.
431,"If the musician tested the event, the result mattered."
432,The journalist tested the family.
433,The journalist tested the family after the interview.
434,The person who tested the family was the journalist.
435,"After the journalist tested the family, the situation changed."
436,The report said that the journalist tested the family.
437,"If the journalist tested the family, the result mattered."
438,The designer wrote the garden.
439,The designer wrote the garden in the laboratory.
440,The person who wrote the garden was the designer.
441,"After the designer wrote the garden, the situation changed."
442,The report said that the designer wrote the garden.
443,"If the designer wrote the garden, the result mattered."
444,The farmer studied the system.
445,The farmer studied the system during the experiment.
446,The person who studied the system was the farmer.
447,"After the farmer studied the system, the situation changed."
448,The report said that the farmer studied the system.
449,"If the farmer studied the system, the result mattered."
450,The nurse found the data.
451,The nurse found the data at the school.
452,The person who found the data was the nurse.
453,"After the nurse found the data, the situation changed."
454,The report said that the nurse found the data.
455,"If the nurse found the data, the result mattered."
456,The teacher defended the decision.
457,The teacher defended the decision after the discussion.
458,The person who defended the decision was the teacher.
459,"After the teacher defended the decision, the situation changed."
460,The report said that the teacher defended the decision.
461,"If the teacher defended the decision, the result mattered."
462,The engineer defended the rule.
463,The engineer defended the rule after the interview.
464,The person who defended the rule was the engineer.
465,"After the engineer defended the rule, the situation changed."
466,The report said that the engineer defended the rule.
467,"If the engineer defended the rule, the result mattered."
468,The teacher examined the system.
469,The teacher examined the system after the discussion.
470,The person who examined the system was the teacher.
471,"After the teacher examined the system, the situation changed."
472,The report said that the teacher examined the system.
473,"If the teacher examined the system, the result mattered."
474,The analyst designed the decision.
475,The analyst designed the decision before the presentation.
476,The person who designed the decision was the analyst.
477,"After the analyst designed the decision, the situation changed."
478,The report said that the analyst designed the decision.
479,"If the analyst designed the decision, the result mattered."
480,The artist tested the problem.
481,The artist tested the problem before the deadline.
482,The person who tested the problem was the artist.
483,"After the artist tested the problem, the situation changed."
484,The report said that the artist tested the problem.
485,"If the artist tested the problem, the result mattered."
486,The artist improved the signal.
487,The artist improved the signal before the deadline.
488,The person who improved the signal was the artist.
489,"After the artist improved the signal, the situation changed."
490,The report said that the artist improved the signal.
491,"If the artist improved the signal, the result mattered."
492,The lawyer observed the client.
493,The lawyer observed the client in the laboratory.
494,The person who observed the client was the lawyer.
495,"After the lawyer observed the client, the situation changed."
496,The report said that the lawyer observed the client.
497,"If the lawyer observed the client, the result mattered."
498,The programmer defended the garden.
499,The programmer defended the garden after the interview.
500,The person who defended the garden was the programmer.
501,"After the programmer defended the garden, the situation changed."
502,The report said that the programmer defended the garden.
503,"If the programmer defended the garden, the result mattered."
504,The programmer prepared the question.
505,The programmer prepared the question in the laboratory.
506,The person who prepared the question was the programmer.
507,"After the programmer prepared the question, the situation changed."
508,The report said that the programmer prepared the question.
509,"If the programmer prepared the question, the result mattered."
510,The musician wrote a black cat.
511,The musician wrote a black cat during the meeting.
512,The person who wrote a black cat was the musician.
513,"After the musician wrote a black cat, the situation changed."
514,The report said that the musician wrote a black cat.
515,"If the musician wrote a black cat, the result mattered."
516,The musician solved a black cat.
517,The musician solved a black cat after the interview.
518,The person who solved a black cat was the musician.
519,"After the musician solved a black cat, the situation changed."
520,The report said that the musician solved a black cat.
521,"If the musician solved a black cat, the result mattered."
522,The journalist improved a beautiful painting.
523,The journalist improved a beautiful painting during the meeting.
524,The person who improved a beautiful painting was the journalist.
525,"After the journalist improved a beautiful painting, the situation changed."
526,The report said that the journalist improved a beautiful painting.
527,"If the journalist improved a beautiful painting, the result mattered."
528,The programmer improved the family.
529,The programmer improved the family during the experiment.
530,The person who improved the family was the programmer.
531,"After the programmer improved the family, the situation changed."
532,The report said that the programmer improved the family.
533,"If the programmer improved the family, the result mattered."
534,The nurse observed a new principle.
535,The nurse observed a new principle before the deadline.
536,The person who observed a new principle was the nurse.
537,"After the nurse observed a new principle, the situation changed."
538,The report said that the nurse observed a new principle.
539,"If the nurse observed a new principle, the result mattered."
540,The scientist explained the question.
541,The scientist explained the question in the laboratory.
542,The person who explained the question was the scientist.
543,"After the scientist explained the question, the situation changed."
544,The report said that the scientist explained the question.
545,"If the scientist explained the question, the result mattered."
546,The scientist defended the event.
547,The scientist defended the event before the presentation.
548,The person who defended the event was the scientist.
549,"After the scientist defended the event, the situation changed."
550,The report said that the scientist defended the event.
551,"If the scientist defended the event, the result mattered."
552,The student analyzed the client.
553,The student analyzed the client during the experiment.
554,The person who analyzed the client was the student.
555,"After the student analyzed the client, the situation changed."
556,The report said that the student analyzed the client.
557,"If the student analyzed the client, the result mattered."
558,The doctor tested a beautiful painting.
559,The doctor tested a beautiful painting after the discussion.
560,The person who tested a beautiful painting was the doctor.
561,"After the doctor tested a beautiful painting, the situation changed."
562,The report said that the doctor tested a beautiful painting.
563,"If the doctor tested a beautiful painting, the result mattered."
564,The child measured the patient.
565,The child measured the patient after the interview.
566,The person who measured the patient was the child.
567,"After the child measured the patient, the situation changed."
568,The report said that the child measured the patient.
569,"If the child measured the patient, the result mattered."
570,The researcher prepared a complex machine.
571,The researcher prepared a complex machine at the school.
572,The person who prepared a complex machine was the researcher.
573,"After the researcher prepared a complex machine, the situation changed."
574,The report said that the researcher prepared a complex machine.
575,"If the researcher prepared a complex machine, the result mattered."
576,The farmer tested the rule.
577,The farmer tested the rule during the meeting.
578,The person who tested the rule was the farmer.
579,"After the farmer tested the rule, the situation changed."
580,The report said that the farmer tested the rule.
581,"If the farmer tested the rule, the result mattered."
582,The doctor approved the family.
583,The doctor approved the family during the meeting.
584,The person who approved the family was the doctor.
585,"After the doctor approved the family, the situation changed."
586,The report said that the doctor approved the family.
587,"If the doctor approved the family, the result mattered."
588,The designer studied the rule.
589,The designer studied the rule in the laboratory.
590,The person who studied the rule was the designer.
591,"After the designer studied the rule, the situation changed."
592,The report said that the designer studied the rule.
593,"If the designer studied the rule, the result mattered."
594,The designer prepared the family.
595,The designer prepared the family after the interview.
596,The person who prepared the family was the designer.
597,"After the designer prepared the family, the situation changed."
598,The report said that the designer prepared the family.
599,"If the designer prepared the family, the result mattered."
600,The artist studied the data.
601,The artist studied the data after the discussion.
602,The person who studied the data was the artist.
603,"After the artist studied the data, the situation changed."
604,The report said that the artist studied the data.
605,"If the artist studied the data, the result mattered."
606,The nurse prepared the family.
607,The nurse prepared the family before the deadline.
608,The person who prepared the family was the nurse.
609,"After the nurse prepared the family, the situation changed."
610,The report said that the nurse prepared the family.
611,"If the nurse prepared the family, the result mattered."
612,The researcher studied a short story.
613,The researcher studied a short story before the presentation.
614,The person who studied a short story was the researcher.
615,"After the researcher studied a short story, the situation changed."
616,The report said that the researcher studied a short story.
617,"If the researcher studied a short story, the result mattered."
618,The doctor built a beautiful painting.
619,The doctor built a beautiful painting during the experiment.
620,The person who built a beautiful painting was the doctor.
621,"After the doctor built a beautiful painting, the situation changed."
622,The report said that the doctor built a beautiful painting.
623,"If the doctor built a beautiful painting, the result mattered."
624,The writer studied the patient.
625,The writer studied the patient before the deadline.
626,The person who studied the patient was the writer.
627,"After the writer studied the patient, the situation changed."
628,The report said that the writer studied the patient.
629,"If the writer studied the patient, the result mattered."
630,The scientist explained the patient.
631,The scientist explained the patient during the meeting.
632,The person who explained the patient was the scientist.
633,"After the scientist explained the patient, the situation changed."
634,The report said that the scientist explained the patient.
635,"If the scientist explained the patient, the result mattered."
636,The artist designed a beautiful painting.
637,The artist designed a beautiful painting after the interview.
638,The person who designed a beautiful painting was the artist.
639,"After the artist designed a beautiful painting, the situation changed."
640,The report said that the artist designed a beautiful painting.
641,"If the artist designed a beautiful painting, the result mattered."
642,The programmer found the client.
643,The programmer found the client during the experiment.
644,The person who found the client was the programmer.
645,"After the programmer found the client, the situation changed."
646,The report said that the programmer found the client.
647,"If the programmer found the client, the result mattered."
648,The artist studied a short story.
649,The artist studied a short story after the interview.
650,The person who studied a short story was the artist.
651,"After the artist studied a short story, the situation changed."
652,The report said that the artist studied a short story.
653,"If the artist studied a short story, the result mattered."
654,The chef analyzed a short story.
655,The chef analyzed a short story after the discussion.
656,The person who analyzed a short story was the chef.
657,"After the chef analyzed a short story, the situation changed."
658,The report said that the chef analyzed a short story.
659,"If the chef analyzed a short story, the result mattered."
660,The nurse improved the system.
661,The nurse improved the system during the experiment.
662,The person who improved the system was the nurse.
663,"After the nurse improved the system, the situation changed."
664,The report said that the nurse improved the system.
665,"If the nurse improved the system, the result mattered."
666,The programmer studied a new principle.
667,The programmer studied a new principle in the laboratory.
668,The person who studied a new principle was the programmer.
669,"After the programmer studied a new principle, the situation changed."
670,The report said that the programmer studied a new principle.
671,"If the programmer studied a new principle, the result mattered."
672,The pilot approved the data.
673,The pilot approved the data at the school.
674,The person who approved the data was the pilot.
675,"After the pilot approved the data, the situation changed."
676,The report said that the pilot approved the data.
677,"If the pilot approved the data, the result mattered."
678,The lawyer studied a beautiful painting.
679,The lawyer studied a beautiful painting before the deadline.
680,The person who studied a beautiful painting was the lawyer.
681,"After the lawyer studied a beautiful painting, the situation changed."
682,The report said that the lawyer studied a beautiful painting.
683,"If the lawyer studied a beautiful painting, the result mattered."
684,The child designed the system.
685,The child designed the system in the laboratory.
686,The person who designed the system was the child.
687,"After the child designed the system, the situation changed."
688,The report said that the child designed the system.
689,"If the child designed the system, the result mattered."
690,The chef explained the decision.
691,The chef explained the decision during the meeting.
692,The person who explained the decision was the chef.
693,"After the chef explained the decision, the situation changed."
694,The report said that the chef explained the decision.
695,"If the chef explained the decision, the result mattered."
696,The chef discovered the data.
697,The chef discovered the data at the school.
698,The person who discovered the data was the chef.
699,"After the chef discovered the data, the situation changed."
700,The report said that the chef discovered the data.
701,"If the chef discovered the data, the result mattered."
702,The musician improved the problem.
703,The musician improved the problem after the interview.
704,The person who improved the problem was the musician.
705,"After the musician improved the problem, the situation changed."
706,The report said that the musician improved the problem.
707,"If the musician improved the problem, the result mattered."
708,The researcher improved the garden.
709,The researcher improved the garden during the meeting.
710,The person who improved the garden was the researcher.
711,"After the researcher improved the garden, the situation changed."
712,The report said that the researcher improved the garden.
713,"If the researcher improved the garden, the result mattered."
714,The scientist studied the interface.
715,The scientist studied the interface after the discussion.
716,The person who studied the interface was the scientist.
717,"After the scientist studied the interface, the situation changed."
718,The report said that the scientist studied the interface.
719,"If the scientist studied the interface, the result mattered."
720,The analyst prepared the patient.
721,The analyst prepared the patient after the interview.
722,The person who prepared the patient was the analyst.
723,"After the analyst prepared the patient, the situation changed."
724,The report said that the analyst prepared the patient.
725,"If the analyst prepared the patient, the result mattered."
726,The programmer reported the patient.
727,The programmer reported the patient before the presentation.
728,The person who reported the patient was the programmer.
729,"After the programmer reported the patient, the situation changed."
730,The report said that the programmer reported the patient.
731,"If the programmer reported the patient, the result mattered."
732,The doctor approved the patient.
733,The doctor approved the patient before the presentation.
734,The person who approved the patient was the doctor.
735,"After the doctor approved the patient, the situation changed."
736,The report said that the doctor approved the patient.
737,"If the doctor approved the patient, the result mattered."
738,The musician defended the system.
739,The musician defended the system during the experiment.
740,The person who defended the system was the musician.
741,"After the musician defended the system, the situation changed."
742,The report said that the musician defended the system.
743,"If the musician defended the system, the result mattered."
744,The programmer analyzed the data.
745,The programmer analyzed the data during the experiment.
746,The person who analyzed the data was the programmer.
747,"After the programmer analyzed the data, the situation changed."
748,The report said that the programmer analyzed the data.
749,"If the programmer analyzed the data, the result mattered."
750,The writer approved a black cat.
751,The writer approved a black cat before the deadline.
752,The person who approved a black cat was the writer.
753,"After the writer approved a black cat, the situation changed."
754,The report said that the writer approved a black cat.
755,"If the writer approved a black cat, the result mattered."
756,The designer helped the experiment.
757,The designer helped the experiment during the meeting.
758,The person who helped the experiment was the designer.
759,"After the designer helped the experiment, the situation changed."
760,The report said that the designer helped the experiment.
761,"If the designer helped the experiment, the result mattered."
762,The programmer tested a beautiful painting.
763,The programmer tested a beautiful painting during the meeting.
764,The person who tested a beautiful painting was the programmer.
765,"After the programmer tested a beautiful painting, the situation changed."
766,The report said that the programmer tested a beautiful painting.
767,"If the programmer tested a beautiful painting, the result mattered."
768,The designer tested the signal.
769,The designer tested the signal after the discussion.
770,The person who tested the signal was the designer.
771,"After the designer tested the signal, the situation changed."
772,The report said that the designer tested the signal.
773,"If the designer tested the signal, the result mattered."
774,The scientist tested the event.
775,The scientist tested the event after the interview.
776,The person who tested the event was the scientist.
777,"After the scientist tested the event, the situation changed."
778,The report said that the scientist tested the event.
779,"If the scientist tested the event, the result mattered."
780,The child improved a new principle.
781,The child improved a new principle before the presentation.
782,The person who improved a new principle was the child.
783,"After the child improved a new principle, the situation changed."
