model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
BAAI/bge-m3,ru,0->1->2,0->2,3.6805482750423845e-07,9.103910446166992,4.042821188932066e-08,1.0,sanity_identity_for_same_endpoint_path
BAAI/bge-m3,ru,-2->0->2,-2->2,4.534078357210092e-07,10.671385765075684,4.2488185414413244e-08,1.0,sanity_identity_for_same_endpoint_path
BAAI/bge-m3,zh,-2->-1->0,-2->0,3.098601837336901e-07,7.221048831939697,4.2910688335950915e-08,1.0,sanity_identity_for_same_endpoint_path
BAAI/bge-m3,zh,-1->0->1,-1->1,2.6592385893309256e-07,3.2439918518066406,8.197427092682119e-08,1.0,sanity_identity_for_same_endpoint_path
BAAI/bge-m3,zh,0->1->2,0->2,2.9933738687759615e-07,7.162195682525635,4.1794081084844954e-08,1.0,sanity_identity_for_same_endpoint_path
BAAI/bge-m3,zh,-2->0->2,-2->2,2.9598837159028335e-07,6.361239433288574,4.6529983421805816e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,-2->-1->0,-2->0,1.932927204961743e-07,4.3108439445495605,4.4838717627726516e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,-1->0->1,-1->1,1.701366585393771e-07,2.0670175552368164,8.231021553228858e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,0->1->2,0->2,1.876244652976311e-07,4.078860282897949,4.599923641990245e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ar,-2->0->2,-2->2,1.5993794022506338e-07,2.787137269973755,5.738430530755068e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-2->-1->0,-2->0,2.258038165336984e-07,5.62758731842041,4.0124444211642185e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-1->0->1,-1->1,2.132339886884438e-07,3.153022050857544,6.762844861896157e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,0->1->2,0->2,2.279281545725098e-07,5.550897121429443,4.1061497313421575e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,de,-2->0->2,-2->2,2.1433797314784897e-07,3.303234577178955,6.488730264209154e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-2->-1->0,-2->0,2.010619510883771e-07,5.527435779571533,3.6375265466404016e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-1->0->1,-1->1,2.017195583903231e-07,3.763704299926758,5.359601829013627e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,0->1->2,0->2,2.177978757345045e-07,6.1615986824035645,3.5347625271242584e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,en,-2->0->2,-2->2,2.249992974157067e-07,3.753279209136963,5.994738927483922e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-2->-1->0,-2->0,1.9343092105827966e-07,4.537510871887207,4.262930275444887e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-1->0->1,-1->1,1.8369003385032562e-07,2.5861682891845703,7.102787691337653e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,0->1->2,0->2,2.1102266600792066e-07,5.198645114898682,4.059185698679357e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,es,-2->0->2,-2->2,1.922637977713748e-07,3.3517441749572754,5.73623140098789e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-2->-1->0,-2->0,2.391003874890885e-07,5.114495277404785,4.67495553380104e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-1->0->1,-1->1,1.9841547782561975e-07,2.981407642364502,6.65509389818908e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,0->1->2,0->2,2.0588068139204554e-07,5.004193305969238,4.114163232316059e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,fr,-2->0->2,-2->2,2.085530894646581e-07,3.954001903533936,5.274481296169142e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-2->-1->0,-2->0,1.591074010320881e-07,3.764692783355713,4.2263049948587656e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-1->0->1,-1->1,1.831499218951649e-07,4.140840530395508,4.423013066912063e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,0->1->2,0->2,1.860220208982355e-07,4.159272193908691,4.4724657755068626e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,ru,-2->0->2,-2->2,1.6471121000449784e-07,3.4563210010528564,4.7655067447749395e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-2->-1->0,-2->0,1.8867464746108453e-07,4.273367404937744,4.4151281741733335e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-1->0->1,-1->1,1.789591408396518e-07,3.0803184509277344,5.8097608501839204e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,0->1->2,0->2,1.7294271970058617e-07,3.783694505691528,4.5707370333047954e-08,1.0,sanity_identity_for_same_endpoint_path
bert-base-multilingual-cased,zh,-2->0->2,-2->2,1.561980127462448e-07,3.285402774810791,4.7543032621888415e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ar,-2->-1->0,-2->0,1.1099507446488133e-07,2.560155153274536,4.33548237310788e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ar,-1->0->1,-1->1,1.0075866896386289e-07,1.3211114406585691,7.62681082733252e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ar,0->1->2,0->2,1.0902176938998309e-07,2.376396894454956,4.587692004065502e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ar,-2->0->2,-2->2,9.81958905299507e-08,1.9293733835220337,5.0895224035230064e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,de,-2->-1->0,-2->0,1.4347524768254516e-07,3.4430572986602783,4.167088718531886e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,de,-1->0->1,-1->1,1.335393733370438e-07,1.9953025579452517,6.69268800379541e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,de,0->1->2,0->2,1.4405441106646324e-07,3.61332631111145,3.9867533274673406e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,de,-2->0->2,-2->2,1.382686320994253e-07,2.374587297439575,5.8228490473766215e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,en,-2->-1->0,-2->0,1.439722154827905e-07,4.200934410095215,3.4271472770797124e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,en,-1->0->1,-1->1,1.4746208876204037e-07,2.412591457366944,6.112186667905918e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,en,0->1->2,0->2,1.4160814032493366e-07,4.230080604553223,3.3476464267323536e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,en,-2->0->2,-2->2,1.5605047565259158e-07,2.4573206901550293,6.350431647206278e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,es,-2->-1->0,-2->0,1.450178075401709e-07,3.217215061187744,4.507556994326478e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,es,-1->0->1,-1->1,1.274512868576494e-07,1.6513550281524658,7.71798198684337e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,es,0->1->2,0->2,1.3694742051484354e-07,3.5427451133728027,3.8655734613257664e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,es,-2->0->2,-2->2,1.268659275410755e-07,2.2276482582092285,5.6950611337924784e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,fr,-2->-1->0,-2->0,1.6744058939366369e-07,3.687802791595459,4.540389042517745e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,fr,-1->0->1,-1->1,1.4393815206403818e-07,2.1486079692840576,6.699135468579699e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,fr,0->1->2,0->2,1.4662467151538294e-07,3.6591579914093018,4.007060283583997e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,fr,-2->0->2,-2->2,1.4727156383287365e-07,2.7126452922821045,5.4290755002739395e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ru,-2->-1->0,-2->0,1.0637209868491483e-07,2.4482293128967285,4.3448583397776026e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ru,-1->0->1,-1->1,1.1415552592097813e-07,2.8203861713409424,4.047513968430394e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ru,0->1->2,0->2,1.0160522379010217e-07,2.4352669715881348,4.172241574451618e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,ru,-2->0->2,-2->2,9.81245165121436e-08,2.180878162384033,4.4993122116920865e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,zh,-2->-1->0,-2->0,1.1065721849945477e-07,2.3759799003601074,4.657329810697775e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,zh,-1->0->1,-1->1,1.0284361451340375e-07,2.002582550048828,5.1355492303173384e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,zh,0->1->2,0->2,1.0330802524549655e-07,2.523234367370605,4.0942698120716166e-08,1.0,sanity_identity_for_same_endpoint_path
distilbert-base-multilingual-cased,zh,-2->0->2,-2->2,9.695166625078856e-08,2.2129950523376465,4.381016083243594e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,-2->-1->0,-2->0,1.968585792155864e-07,5.366917610168457,3.6680006587630494e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,-1->0->1,-1->1,1.5873153813572574e-07,1.9099605083465576,8.310723842441804e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,0->1->2,0->2,1.9716958377102858e-07,5.719605922698975,3.4472581234012984e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ar,-2->0->2,-2->2,2.011240241017731e-07,3.991544246673584,5.038752348696107e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-2->-1->0,-2->0,3.68478680456974e-07,9.221105575561523,3.996035857767311e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-1->0->1,-1->1,3.6214510146237444e-07,8.783708572387695,4.12291782936336e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,0->1->2,0->2,2.9152272418286884e-07,9.389323234558104,3.1048323023696867e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,de,-2->0->2,-2->2,3.8380585465347394e-07,9.445178985595703,4.063510772311929e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-2->-1->0,-2->0,3.006421138707083e-07,9.188562393188477,3.271916781955042e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-1->0->1,-1->1,4.818338084078277e-07,11.435625076293944,4.2134452371556115e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,0->1->2,0->2,4.711824601599801e-07,13.27820873260498,3.5485392402279103e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,en,-2->0->2,-2->2,4.975481715518981e-07,12.472295761108398,3.9892267267305215e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-2->-1->0,-2->0,3.332272342504439e-07,9.03769874572754,3.6870805075750475e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-1->0->1,-1->1,3.736892608685594e-07,8.631680488586426,4.329275782311015e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,0->1->2,0->2,3.5517706464816e-07,10.780078887939451,3.29475398075374e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,es,-2->0->2,-2->2,4.1573017028895276e-07,9.296475410461426,4.471911552172969e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-2->-1->0,-2->0,3.365277052580496e-07,8.04374885559082,4.1837171949055125e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-1->0->1,-1->1,3.529807486302161e-07,8.631827354431152,4.08929352602172e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,0->1->2,0->2,3.179787029239378e-07,9.965948104858398,3.190651653994792e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,fr,-2->0->2,-2->2,3.537696215971664e-07,8.818384170532227,4.01172854935794e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-2->-1->0,-2->0,3.03696936043707e-07,8.571200370788574,3.5432250911071606e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-1->0->1,-1->1,2.772495975023048e-07,7.016071319580078,3.951635818566501e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,0->1->2,0->2,3.0073744028413785e-07,7.174017429351807,4.1920365845271597e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,ru,-2->0->2,-2->2,3.661844800717518e-07,8.91516399383545,4.107434037337043e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-2->-1->0,-2->0,2.518648614113772e-07,6.353161811828613,3.964401784628535e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-1->0->1,-1->1,2.066705491188259e-07,3.2561912536621094,6.3470025679635e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,0->1->2,0->2,2.2834642265934238e-07,5.942422866821289,3.8426485104992025e-08,1.0,sanity_identity_for_same_endpoint_path
intfloat/multilingual-e5-large,zh,-2->0->2,-2->2,2.465606030455092e-07,4.893008232116699,5.039039052689986e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ar,-2->-1->0,-2->0,2.193175134834746e-07,4.566638946533203,4.802602404652134e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ar,-1->0->1,-1->1,1.9614401480794186e-07,1.725578546524048,1.1366855545702494e-07,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ar,0->1->2,0->2,2.027968264428637e-07,4.55153751373291,4.455567648165015e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ar,-2->0->2,-2->2,1.6245124356828458e-07,3.574599027633667,4.544600429312595e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,de,-2->-1->0,-2->0,3.739292537829897e-07,9.2369384765625,4.048194668371252e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,de,-1->0->1,-1->1,3.790444793594361e-07,7.428807735443115,5.102359423858616e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,de,0->1->2,0->2,4.432296520917589e-07,13.061162948608398,3.3934931309431704e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,de,-2->0->2,-2->2,4.302526974697685e-07,6.9536848068237305,6.187406142998952e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,en,-2->-1->0,-2->0,2.930452751570556e-07,9.036104202270508,3.2430488516865814e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,en,-1->0->1,-1->1,3.478293422176648e-07,6.496813774108887,5.3538450117684995e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,en,0->1->2,0->2,3.454209718256607e-07,10.435245513916016,3.3101375862543136e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,en,-2->0->2,-2->2,3.79762468583067e-07,7.000759124755859,5.424589843983085e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,es,-2->-1->0,-2->0,2.9842024673598644e-07,7.42115306854248,4.0212114527093945e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,es,-1->0->1,-1->1,2.7322988671585335e-07,5.586304664611816,4.891066751611106e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,es,0->1->2,0->2,2.889308063913632e-07,8.280119895935059,3.4894519274075726e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,es,-2->0->2,-2->2,3.009141096299573e-07,6.019059658050537,4.999354175083681e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,fr,-2->-1->0,-2->0,3.96632088950355e-07,8.182701110839844,4.84720246163306e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,fr,-1->0->1,-1->1,4.4011622435391473e-07,8.43373966217041,5.218517884486573e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,fr,0->1->2,0->2,3.5836814049616805e-07,9.314595222473145,3.847382856747572e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,fr,-2->0->2,-2->2,3.062430664613203e-07,6.111311435699463,5.011085946193816e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ru,-2->-1->0,-2->0,2.1746870970673626e-07,5.892656803131104,3.690503547204571e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ru,-1->0->1,-1->1,2.424553997570911e-07,6.348694324493408,3.8189806872424015e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ru,0->1->2,0->2,2.342904679153435e-07,5.859143257141113,3.9987153144238625e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,ru,-2->0->2,-2->2,2.46063279973896e-07,6.181746006011963,3.980481722010154e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,zh,-2->-1->0,-2->0,2.1807667849316206e-07,5.474977016448975,3.983152296882509e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,zh,-1->0->1,-1->1,1.9860560485085446e-07,4.390467643737793,4.5235637458063145e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,zh,0->1->2,0->2,2.2875224203744443e-07,5.568389892578125,4.108050077888947e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/LaBSE,zh,-2->0->2,-2->2,2.46574984430481e-07,5.68914794921875,4.3341284339248887e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2->-1->0,-2->0,2.8558508446963063e-08,0.713078498840332,4.0049599192570895e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-1->0->1,-1->1,2.516087249659904e-08,0.1722375601530075,1.4608238529945086e-07,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0->1->2,0->2,2.8541245811197772e-08,0.7293902635574341,3.9130281237476083e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,-2->0->2,-2->2,2.775201402016592e-08,0.4794302582740783,5.788540491380446e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2->-1->0,-2->0,7.187064454683424e-08,1.9831784963607788,3.62401273434898e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-1->0->1,-1->1,7.310531913162778e-08,2.1508564949035645,3.398893255734947e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,0->1->2,0->2,5.563055083257496e-08,1.7001644372940063,3.2720688381004954e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,-2->0->2,-2->2,8.551997154881975e-08,2.6927967071533203,3.175879115246971e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2->-1->0,-2->0,7.132551615995909e-08,2.912216901779175,2.4491829009321012e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-1->0->1,-1->1,9.729400574087776e-08,3.3361167907714844,2.9163848225266523e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,0->1->2,0->2,1.016824597854793e-07,3.2317938804626465,3.1463162741829365e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,-2->0->2,-2->2,1.2813087835183978e-07,3.569266557693481,3.5898377603871274e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2->-1->0,-2->0,7.622732312029258e-08,2.311965227127075,3.2970792318565145e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-1->0->1,-1->1,9.141682255631169e-08,2.401005268096924,3.80743934158545e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,0->1->2,0->2,7.541481750195089e-08,2.537479877471924,2.9720361283125385e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,-2->0->2,-2->2,9.666293721011245e-08,3.034153699874878,3.185828489904452e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2->-1->0,-2->0,8.080392888132337e-08,2.16579008102417,3.7309217049141814e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-1->0->1,-1->1,8.583454302879545e-08,2.405189275741577,3.5687229171799124e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,0->1->2,0->2,6.827068688153305e-08,2.5225157737731934,2.7064523067110716e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,-2->0->2,-2->2,1.106437039766206e-07,2.760714292526245,4.007792497873197e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2->-1->0,-2->0,4.078019344433415e-08,1.0713125467300415,3.8065635976636265e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-1->0->1,-1->1,4.805188424938933e-08,1.0829427242279053,4.4371585516955754e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,0->1->2,0->2,4.522294005937511e-08,1.098120927810669,4.1182111942816846e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2->0->2,-2->2,4.7018900772854983e-08,0.990805983543396,4.7455205987034794e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2->-1->0,-2->0,4.136365205908987e-08,0.9691845178604126,4.2678820477704e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-1->0->1,-1->1,3.4392058978482964e-08,0.439739316701889,7.821010683528584e-08,1.0,sanity_identity_for_same_endpoint_path
