model,language,from_level,to_level,step_size,mean_delta_norm,centroid_norm,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-1,0,1,1.0271176099777222,0.794094443321228,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,0,1,1,1.1004220247268677,0.7685075998306274,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,1,2,1,0.7898002862930298,0.5668679475784302,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2,0,2,1.0713125467300415,0.8539839386940002,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-1,1,2,1.0829427242279053,0.8347766399383545,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,0,2,2,1.098120927810669,0.8143926858901978,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,-2,2,4,0.990805983543396,0.7645148038864136,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2,-1,1,1.0631552934646606,0.9389086961746216,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-1,0,1,0.9458724856376648,0.8146735429763794,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,0,1,1,1.012387752532959,0.8423165678977966,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,1,2,1,0.7478331327438354,0.6038479208946228,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2,0,2,0.9691845178604126,0.843364953994751,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-1,1,2,0.439739316701889,0.2315179109573364,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,0,2,2,0.9913089871406556,0.817822277545929,160
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2,2,4,1.0974833965301514,0.924895405769348,160
xlm-roberta-base,ar,-2,-1,1,0.6362353563308716,0.5551690459251404,160
xlm-roberta-base,ar,-1,0,1,0.7825043797492981,0.7000539898872375,160
xlm-roberta-base,ar,0,1,1,0.7765223383903503,0.6915309429168701,160
xlm-roberta-base,ar,1,2,1,0.6511082649230957,0.5653200745582581,160
xlm-roberta-base,ar,-2,0,2,0.7739262580871582,0.6839304566383362,160
xlm-roberta-base,ar,-1,1,2,0.2899501025676727,0.2206804752349853,160
xlm-roberta-base,ar,0,2,2,0.7751070261001587,0.6914081573486328,160
xlm-roberta-base,ar,-2,2,4,0.6699264049530029,0.5863584280014038,160
xlm-roberta-base,de,-2,-1,1,0.7513741850852966,0.6645258665084839,160
xlm-roberta-base,de,-1,0,1,1.0701510906219482,0.976059079170227,160
xlm-roberta-base,de,0,1,1,1.2368066310882568,1.1395305395126345,160
xlm-roberta-base,de,1,2,1,0.7819598913192749,0.7231623530387878,160
xlm-roberta-base,de,-2,0,2,1.1398000717163086,1.0271203517913818,160
xlm-roberta-base,de,-1,1,2,0.4365958273410797,0.3611845374107361,160
xlm-roberta-base,de,0,2,2,1.038079857826233,0.9522064328193665,160
xlm-roberta-base,de,-2,2,4,0.5540016293525696,0.4701179265975952,160
xlm-roberta-base,en,-2,-1,1,0.5746087431907654,0.534909725189209,160
xlm-roberta-base,en,-1,0,1,0.7843891382217407,0.7359530925750732,160
xlm-roberta-base,en,0,1,1,0.9163362383842468,0.8758910894393921,160
xlm-roberta-base,en,1,2,1,0.2933681905269623,0.2444073259830474,160
xlm-roberta-base,en,-2,0,2,1.0114952325820925,0.9699859619140624,160
xlm-roberta-base,en,-1,1,2,0.4792906641960144,0.4276129603385925,160
xlm-roberta-base,en,0,2,2,0.9378100633621216,0.8982222676277161,160
xlm-roberta-base,en,-2,2,4,0.442939281463623,0.3816464245319366,160
xlm-roberta-base,es,-2,-1,1,0.6559687256813049,0.4858225882053375,160
xlm-roberta-base,es,-1,0,1,0.8026676177978516,0.6278502345085144,160
xlm-roberta-base,es,0,1,1,1.005154371261597,0.8425664305686951,160
xlm-roberta-base,es,1,2,1,0.4412536025047302,0.2963122725486755,160
xlm-roberta-base,es,-2,0,2,0.9280892610549928,0.7302919626235962,160
xlm-roberta-base,es,-1,1,2,0.4864856600761413,0.4170874953269958,160
xlm-roberta-base,es,0,2,2,1.0481518507003784,0.8839647173881531,160
xlm-roberta-base,es,-2,2,4,0.5807715654373169,0.4314242899417877,160
xlm-roberta-base,fr,-2,-1,1,1.118215560913086,1.0103973150253296,160
xlm-roberta-base,fr,-1,0,1,0.9123274683952332,0.8124343156814575,160
xlm-roberta-base,fr,0,1,1,0.9036415219306946,0.798163115978241,160
xlm-roberta-base,fr,1,2,1,0.5257377624511719,0.4080645442008972,160
xlm-roberta-base,fr,-2,0,2,1.2499444484710691,1.172265648841858,160
xlm-roberta-base,fr,-1,1,2,0.6756598949432373,0.5948879718780518,160
xlm-roberta-base,fr,0,2,2,0.9648408889770508,0.8798471689224243,160
xlm-roberta-base,fr,-2,2,4,0.7585927248001099,0.6426123976707458,160
xlm-roberta-base,ru,-2,-1,1,0.6363743543624878,0.5130030512809753,160
xlm-roberta-base,ru,-1,0,1,0.7334917783737183,0.5942482352256775,160
xlm-roberta-base,ru,0,1,1,0.7058412432670593,0.5057122707366943,160
xlm-roberta-base,ru,1,2,1,0.574398398399353,0.4585181176662445,160
xlm-roberta-base,ru,-2,0,2,0.6814735531806946,0.4868474304676056,160
xlm-roberta-base,ru,-1,1,2,0.6084142923355103,0.4712882339954376,160
xlm-roberta-base,ru,0,2,2,0.7881357073783875,0.5770357847213745,160
xlm-roberta-base,ru,-2,2,4,0.5683623552322388,0.4350148141384125,160
xlm-roberta-base,zh,-2,-1,1,0.8207297325134277,0.7154480814933777,160
xlm-roberta-base,zh,-1,0,1,0.950647473335266,0.8577483892440796,160
xlm-roberta-base,zh,0,1,1,0.9746772646903992,0.8812600374221802,160
xlm-roberta-base,zh,1,2,1,0.6697561144828796,0.5910032391548157,160
xlm-roberta-base,zh,-2,0,2,0.8438283801078796,0.7339723110198975,160
xlm-roberta-base,zh,-1,1,2,0.5294361114501953,0.4424368739128113,160
xlm-roberta-base,zh,0,2,2,0.7927771210670471,0.6786002516746521,160
xlm-roberta-base,zh,-2,2,4,0.5571370720863342,0.4696177542209625,160
